bill_number,session,summary,keywords,authors,coauthors,sponsors,cosponsors,house_committee,hc_status,senate_committee,sc_status,bill_url
SB 294,72R,Relating to the composition and compensation of the juvenile board of Caldwell County.,CALDWELL COUNTY (G1163); Juvenile Boards & Officers (I0450),Armbrister,,Von Dohlen,,County Affairs,Out of committee,Intergovernmental Relations,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB294
SB 313,72R,Relating to the minimum voter turnout required for an election on the issuance of county or municipal bonds.,City Government--Finance (I0062); County Government--Finance (I0097); Elections--General (I0310); BONDS (S6060),Armbrister,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB313
SB 318,72R,"Relating to the conveyance of a one (1) acre tract of land in Lee County, Texas, formerly used as a lookout tower site by the Texas Forest Service.","LEE COUNTY (G9963); Public Lands, Buildings & Resources (I0630); FOREST SERVICE, TEXAS (V9911)",Armbrister,,,,,,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB318
SB 330,72R,Relating to the supplemental compensation paid district judges in Victoria County.,VICTORIA COUNTY (G2374); Courts--Judges (I0140); Salaries & Expenses (I0745),Armbrister,,Holzheauser,,Judicial Affairs,Out of committee,Intergovernmental Relations,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB330
SB 362,72R,Relating to a requirement that local economic impact statements prepared by the Texas Department of Commerce accompany certain proposed state agency rules.,"State Agencies, Boards & Commissions (I0749); COMMERCE, DEPARTMENT OF (V6287)",Armbrister,,,,,,Economic Development,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB362
SB 451,72R,Relating to the duty of a landlord to provide smoke detectors in leased residential premises.,Property Interests--Landlord & Tenant (I0610); Safety (I0740); SMOKE DETECTORS (S9814),Armbrister,,,,,,Economic Development,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB451
SB 482,72R,Relating to the purposes for which a local crime stoppers program may use repayments of rewards.,Crime Prevention (I0083); Law Enforcement (I0510),Armbrister,,,,,,Criminal Justice,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB482
SB 699,72R,Relating to the regulation of a nursing pool and the establishment of standards for the service provided by a nursing pool to a licensed health care facility; providing penalties.,Occupational Regulation--Health Occupations (I0540); NURSES (S2704),Armbrister,Moncrief,,,,,Health & Human Services,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB699
SB 724,72R,Relating to the authority of navigation districts.,Special Districts & Authorities--Navigation & Ports (I0765),Armbrister,,,,,,Natural Resources,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB724
SB 725,72R,Relating to the composition of the state well plugging fund and to certain fees and taxes in relation to the fund.,Fees & Other Nontax Revenue--State (I0362); Oil & Gas (I0545),Armbrister,,,,,,Natural Resources,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB725
SB 726,72R,Relating to regulation of fish farmers under the Parks and Wildlife Code; creating an offense and providing penalties.,Business & Commerce--General (I0050); Occupational Regulation--Other Trades & Professions (I0541); Parks & Wildlife--General (I0585); FISH FARMING (S9786),Armbrister,,Saunders,,Environmental Affairs,Out of committee,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB726
SB 727,72R,Relating to the authority of a county road district to refinance road district bonds by issuing alternative refunding bonds or certificates of assessment.,County Government--Finance (I0097); County Government--Roads (I0099); Special Districts & Authorities--Miscellaneous (I0770); BONDS (S6060),Armbrister,,,,,,Intergovernmental Relations,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB727
SB 728,72R,Relating to the approval of spending by certain county commissioners.,County Government--Employees/Officers (I0095); County Government--Finance (I0097),Armbrister,,,,,,Intergovernmental Relations,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB728
SB 854,72R,"Relating to the study, correction, and control of pollution by the Lower Colorado River Authority and to the authority to charge and collect fees for regulatory permits related to the correction and control of the pollution.",Environment--Water (I0320); Fees & Other Nontax Revenue--State (I0362); Special Districts & Authorities--Water & Utility (I0755); LOWER COLORADO RIVER AUTHORITY (V0590),Armbrister,,,,,,Natural Resources,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB854
SB 855,72R,Relating to the extension of certain subdivision and other municipal ordinances into a municipality's extraterritorial jurisdiction.,City Government--Annexation (I0063),Armbrister,,,,,,Intergovernmental Relations,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB855
SB 871,72R,Relating to the creation and authority of political subdivisions in areas proposed for planned unit development districts.,City Government--Land Use & Zoning (I0064); County Government--Land Use & Zoning (I0098); Political Subdivisions (I0588),Armbrister,,,,,,Natural Resources,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB871
SB 872,72R,Relating to the offense of aggravated or deadly assault against officers or employees supervising adult probationers or juveniles detained or on probation.,"Corrections--Parole, Probation & Pardons (I0093); Crimes--Against Persons (I0170); Juvenile Boards & Officers (I0450)",Armbrister,,,,,,Criminal Justice,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB872
SB 873,72R,"Relating to the regulation of the manufacture and sale of foods, drugs, and devices.","Business & Commerce--General (I0050); Occupational Regulation--Other Trades & Professions (I0541); State Agencies, Boards & Commissions--Newly Proposed (I0773); FOOD (S0761)",Armbrister,,Saunders,,Public Health,Out of committee,Health & Human Services,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB873
SB 928,72R,Relating to peace officers commissioned by the comptroller of public accounts.,Law Enforcement (I0510); COMPTROLLER OF PUBLIC ACCOUNTS (V2608),Armbrister,,Carter,,Public Safety,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB928
SB 929,72R,Relating to environmental quality protection programs enacted by cities.,City Government--General (I0060); Environment--General (I0340),Armbrister,,,,,,Natural Resources,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB929
SB 930,72R,"Relating to driver's licenses, permits, and resident and nonresident operating privileges.",Vehicles & Traffic--Drivers Licenses (I0840),Armbrister,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB930
SB 983,72R,Relating to water quality and pollution abatement programs of river authorities and cities.,Environment--Water (I0320); Special Districts & Authorities--Miscellaneous (I0770),Armbrister,,,,,,Natural Resources,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB983
SB 984,72R,"Relating to the transfer of certain duties, functions, responsibilities, and authorities from the State Property Tax Board to the comptroller of public accounts.","State Agencies, Boards & Commissions (I0749); Taxation--Property-State Administration (I0791); COMPTROLLER OF PUBLIC ACCOUNTS (V2608); STATE PROPERTY TAX BOARD (V0940)",Armbrister,,Berlanga,,Ways & Means,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB984
SB 1008,72R,"Relating to the imposition, collection, administration, and civil and criminal enforcement of a tax on certain financial institutions.",Financial--Banks (I0366); Taxation--State (I0790),Armbrister,,,,,,Economic Development,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB1008
SB 1217,72R,Relating to the control of exotic animals as depredating animals.,Animals (I0035); Parks & Wildlife--General (I0585),Armbrister,,Saunders,,Environmental Affairs,Out of committee,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB1217
SB 1218,72R,"Relating to exempting certain information about threatened, endangered, or protected plants and animals from disclosure under the open records law.",Animals (I0035); Open Records (I0548); Parks & Wildlife--General (I0585),Armbrister,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB1218
SB 1219,72R,"Relating to the meaning of ""wild"" when used in reference to an animal.",Animals (I0035); Parks & Wildlife--General (I0585),Armbrister,,,,,,Natural Resources,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB1219
SB 1220,72R,Relating to the recovery of oyster shell from and replacement of oyster shell to the coastal waters of the state.,Coastal Affairs & Beaches (I0067); OYSTERS (S4155),Armbrister,Lucio; Moncrief,Saunders,,Environmental Affairs,Out of committee,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB1220
SB 1221,72R,Relating to agreements between the state and the federal government.,"Legislature (I0520); State Agencies, Boards & Commissions (I0749)",Armbrister,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB1221
SB 1293,72R,"Relating to the exemption from property taxation of all real and personal property used primarily as a facility, device, or method for the control of air or water or land pollution.",Environment--General (I0340); Taxation--Property-Exemptions (I0793),Armbrister,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB1293
SB 1294,72R,Relating to the issuance of permits by the Texas Department of Health for certain solid waste disposal facilities within a certain distance of a fault or fault line.,"Environment--Hazardous, Toxic & Nuclear Waste (I0333); PERMITS (S0011); HEALTH, DEPARTMENT OF (V0271)",Armbrister,,,,Environmental Affairs,In committee,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB1294
SB 1311,72R,Relating to persons who are authorized to conduct marriage ceremonies.,Family--Husband & Wife (I0350); MARRIAGE CEREMONIES (S0382),Armbrister,,,,,,Jurisprudence,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB1311
SB 1312,72R,Relating to the method of providing notice to a physician or health care provider about possible institution of a health care liability claim.,Malpractice--Health Care Providers (I0525),Armbrister,,,,,,Economic Development,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB1312
SB 1345,72R,Relating to the regulation of wholesale motor vehicle auctions.,Occupational Regulation--Other Trades & Professions (I0541); Vehicles & Traffic--General (I0865),Armbrister,,,,,,Economic Development,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB1345
SB 1362,72R,Relating to the regulation of glass contractors; providing criminal and civil penalties.,"Occupational Regulation--Other Trades & Professions (I0541); State Agencies, Boards & Commissions--Newly Proposed (I0773); GLASS CONTRACTORS (S9801); GLASS INDUSTRY LICENSING ADVISORY BOARD (V9929)",Armbrister,,,,,,Economic Development,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB1362
SB 1363,72R,Relating to requiring state funding of legislative mandates on local governments.,Political Subdivisions (I0588); State Finances--Management & Control (I0748); STATE MANDATES ACT (P8711),Armbrister,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB1363
SB 1435,72R,Relating to the terms of commissioners of the Calhoun County Navigation District.,CALHOUN COUNTY NAVIGATION DISTRICT (D0017); Special Districts & Authorities--Navigation & Ports (I0765),Armbrister,,,,,,Natural Resources,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB1435
SB 1437,72R,Relating to authorizing emergency shelters for victims of domestic violence organizations to file a late application for an exemption from ad valorem taxation.,Family--Family Violence (I0353); Taxation--Property-Exemptions (I0793),Armbrister,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB1437
SB 1458,72R,Relating to waiver of payment of certain insurance deductibles.,Business & Commerce--General (I0050); Consumer Protection (I0080); Insurance--General (I0445),Armbrister,,,,,,Economic Development,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB1458
SB 1500,72R,Relating to enforcement by municipal utility districts of subdivision restrictions and other restrictions on the use of real property.,Property Interests--Real Property (I0595); Special Districts & Authorities--Water & Utility (I0755),Armbrister,,,,,,Natural Resources,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB1500
SB 1501,72R,Relating to meetings and notice of meetings of the board of directors of a municipal utility district.,Special Districts & Authorities--Water & Utility (I0755),Armbrister,,,,,,Natural Resources,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB1501
SB 1502,72R,Relating to changing the name of certain special districts.,Special Districts & Authorities--Water & Utility (I0755),Armbrister,,,,,,Natural Resources,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB1502
SB 1519,72R,Relating to the regulation of certain athlete agents; providing penalties.,"Amusements, Games, Sports (I0034); Occupational Regulation--Other Trades & Professions (I0541); ATHLETE AGENTS (S8726)",Armbrister,,,,Business & Commerce,In committee,Economic Development,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB1519
SB 1529,72R,Relating to the use of deadly force in defense of a person.,Crimes--Against Persons (I0170),Armbrister,,,,,,Criminal Justice,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB1529
SB 1565,72R,Relating to liability for the fair market value of real property acquired through adverse possession.,Civil Remedies & Liabilities (I0065); Property Interests--Real Property (I0595),Armbrister,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB1565
SB 1600,72R,Relating to the powers and duties of the Bastrop County Water Control and Improvement District No. 2 relating to the administration of a road utility district in Bastrop County.,BASTROP COUNTY WATER CONTROL & IMPROVEMENT DISTRICT NO. 2 (D0064); BASTROP COUNTY (G2740); Special Districts & Authorities--Miscellaneous (I0770); Special Districts & Authorities--Water & Utility (I0755),Armbrister,,,,,,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB1600
SCR 131,72R,"Paying tribute to the citizens of Rosanky, Texas, on the occasion of its 100th anniversary on May 26, 1991.","ROSANKY, CITY OF (G0063); Resolutions--Miscellaneous (I0720)",Armbrister,,Saunders,,Rules and Resolutions,Out of committee,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SCR131
SJR 36,72R,"Proposing a constitutional amendment authorizing the exemption from ad valorem taxation for real and personal property used primarily as a facility, device, or method for the control of air or water or land pollution.",Environment--General (I0340); Resolutions--Constitutional Amendments (I0661); Taxation--Property-Exemptions (I0793),Armbrister,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SJR36
SR 342,72R,Commending Clayton Kirk upon his retirement from the Central Power and Light Company.,"Resolutions--Miscellaneous (I0720); KIRK, CLAYTON (N0589)",Armbrister,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SR342
SR 353,72R,In memory of Bernice King Bird of West Columbia and Stockdale.,"Resolutions--Memorial (I0710); BIRD, BERNICE KING (N0587)",Armbrister; Brown,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SR353
SR 611,72R,Congratulating the City of Refugio and its notable citizens on the grand occasion of the 55th anniversary of the Refugio City Hall.,"REFUGIO, CITY OF (G0038); Resolutions--Congratulatory & Honorary (I0705)",Armbrister,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SR611
SR 687,72R,Commending the Shiner Gazette for its invaluable service to the citizens of Shiner and the surrounding area.,Resolutions--Miscellaneous (I0720); SHINER GAZETTE (N1297),Armbrister,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SR687
SR 736,72R,In memory of respected business and civic leader James Moody Adams of Houston.,"Resolutions--Memorial (I0710); ADAMS, JAMES MOODY (N1419)",Armbrister,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SR736
SR 823,72R,Congratulating the church members of Holy Cross Lutheran Church in Yoakum on the occasion of its centennial anniversary.,Resolutions--Congratulatory & Honorary (I0705); HOLY CROSS LUTHERAN CHURCH (N1521),Armbrister,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SR823
SB 1,72R,"Relating to ethics of public servants, including the composition, powers, and duties of the Texas Ethics Commission; to registration, reporting, and restrictions concerning expenditures made to influence legislation or administrative action; to personal financial statements filed by public officers and employees; to the giving or acceptance of certain benefits; to restrictions and reporting concerning political contributions and expenditures; and providing penalties.","Elections--Campaign Financing (I0290); Ethics (I0345); Legislature (I0520); State Agencies, Boards & Commissions--Newly Proposed (I0773); State Officers (I0761); ELECTIONS & ETHICS COMMISSION, TEXAS (V9465); ETHICS COMMISSION, TEXAS (V9939)",Glasgow; Armbrister,"Barrientos; Bivins; Brooks; Brown; Carriker; Dickson; Ellis; Green; Haley; Harris, Chris; Harris, O.H. ""Ike""; Henderson; Johnson, Eddie Bernice; Krier; Leedom; Lucio; Lyon; Moncrief; Montford; Parker, Carl; Ratliff; Rosson; Sims; Tejeda; Truan; Turner; Whitmire; Zaffirini",Laney,,State Affairs,Out of committee,State Affairs,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB1
SB 528,72R,Relating to the practice of physical therapy.,Occupational Regulation--Health Occupations (I0540); PHYSICAL THERAPISTS (S6112),"Harris, Chris; Brooks; Armbrister; Carriker",,,,,,Health & Human Services,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB528
SB 1053,72R,"Relating to the prevention and remediation of coastal erosion, the protection of coastal resources, the protection and enhancement of the public's common law rights of access to and use of public beaches, and the preservation of sand dunes for storm protection and conservation purposes; providing for civil penalties.","Coastal Affairs & Beaches (I0067); Parks & Wildlife--General (I0585); Public Lands, Buildings & Resources (I0630); COASTAL MANAGEMENT PLAN FOR BEACH ACCESS PRESERVATION .... (P0015)",Brooks; Armbrister; Lucio; Truan; Brown,"Parker, Carl",Martin,,Environmental Affairs,Out of committee,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB1053
SB 1054,72R,Relating to the protection and enhancement of state-owned coastal wetlands.,"Environment--General (I0340); Parks & Wildlife--General (I0585); Public Lands, Buildings & Resources (I0630); COASTAL MANAGEMENT PLAN FOR STATE-OWNED COASTAL WETLANDS (P0082); WETLANDS (S0037)",Brooks; Armbrister; Lucio; Truan; Brown,"Parker, Carl",Martin,,Environmental Affairs,Out of committee,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB1054
SB 1094,72R,"Relating to the creation, administration, powers, duties, and operation of the Coastal Conservation Commission and of coastal conservation districts and to the financing of districts; granting the authority to issue bonds; authorizing taxes.","Coastal Affairs & Beaches (I0067); Special Districts & Authorities--Miscellaneous (I0770); State Agencies, Boards & Commissions--Newly Proposed (I0773); WETLANDS (S0037); COASTAL CONSERVATION COMMISSION (V0067)",Lucio; Armbrister; Brooks; Brown,,,,Environmental Affairs,In committee,Natural Resources,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB1094
SR 162,72R,"Recognizing Buster's Club, a longtime institution of Brazoria.",Resolutions--Miscellaneous (I0720); BUSTER'S CLUB (N0317),Brown; Armbrister,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SR162
SR 296,72R,"Recognizing the Centex Chapter of the American Red Cross on the occasion of its 75th anniversary on March 15, 1991.",Resolutions--Miscellaneous (I0720); AMERICAN RED CROSS (N0558),Dickson; Barrientos; Armbrister; Turner,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SR296
SR 320,72R,"Declaring March 12, 1991, Brazoria County Day.",BRAZORIA COUNTY DAY (H8851); Resolutions--Miscellaneous (I0720),Brown; Armbrister,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SR320
SR 528,72R,"Declaring Tuesday, April 16, 1991, as Fort Bend County Day.",FORT BEND COUNTY DAY (H6997); Resolutions--Miscellaneous (I0720),Brown; Armbrister; Ellis,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SR528
SB 39,72R,Relating to the creation of the higher education grievance panel and to grievance procedures for faculty members of public institutions of higher education.,Education--Higher--Faculty (I0236); Education--Higher--General (I0231); State Employees (I0626),Barrientos,,,,Higher Education,In committee,Education,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB39
SB 40,72R,Relating to the establishment of the teacher training for paraprofessionals program.,Education--Higher--General (I0231),Barrientos,,,,,,Education,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB40
SB 41,72R,Relating to grievance and complaint resolution procedures for certain state employees.,State Employees (I0626),Barrientos,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB41
SB 42,72R,Relating to the peer assistance and leadership system.,Education--Primary & Secondary-General (I0230); Education--School Districts (I0220),Barrientos,,Glossbrenner,,Public Education,Out of committee,Education,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB42
SB 43,72R,Relating to the conveyance of certain state-owned real property in Travis County by the State Purchasing and General Services Commission.,"TRAVIS COUNTY (G0285); Public Lands, Buildings & Resources (I0630); Purchasing--State (I0643); STATE PURCHASING & GENERAL SERVICES COMMISSION (V0073)",Barrientos,,,,,,State Affairs,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB43
SB 44,72R,Relating to the removal of certain territory from an emergency services district by the governing body of a municipality.,EMERGENCY SERVICES DISTRICTS (D6441); City Government--General (I0060); Special Districts & Authorities--Miscellaneous (I0770),Barrientos,,Delco,,Urban Affairs,Out of committee,Intergovernmental Relations,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB44
SB 75,72R,"Relating to the continuation, composition, and functions of the Texas State Board of Public Accountancy and the regulation of a person who practices public accountancy; creating a scholarship program for certain accounting students to be administered by the Texas Higher Education Coordinating Board; providing a penalty.","Occupational Regulation--Other Trades & Professions (I0541); State Agencies, Boards & Commissions--Newly Proposed (I0773); Sunset Bills (I0772); ACCOUNTANTS (S4321); ACCOUNTANCY, TEXAS STATE BOARD OF PUBLIC (V9927)",Barrientos,Whitmire,"Smith, Ashley",,Government Organization,Out of committee,Economic Development,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB75
SB 102,72R,Relating to the issuance of revenue bonds by the Texas Higher Education Coordinating Board.,Education--Higher--Finance (I0232); State Finances--Management & Control (I0748); BONDS (S6060); COORDINATING BOARD (V4280),Barrientos,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB102
SB 103,72R,Relating to the state allocation and reservation system for private activity bonds.,Education--Higher--Finance (I0232); State Finances--Management & Control (I0748); BONDS (S6060),Barrientos,Ellis,Cavazos,,Higher Education,Out of committee,Finance,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB103
SB 104,72R,Relating to the student loan program administered by the Texas Higher Education Coordinating Board; authorizing the issuance of bonds.,Education--Higher--Student Loans (I0235); State Finances--Management & Control (I0748); BONDS (S6060),Barrientos,Ellis; Rosson,Cavazos,,Higher Education,Out of committee,Finance,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB104
SB 105,72R,Relating to credit in the Teacher Retirement System of Texas for accumulated sick leave.,Retirement Systems--Teachers (I0726); SICK LEAVE (S0461),Barrientos,,,,,,Finance,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB105
SB 106,72R,Relating to the eligibility of sheriff's departments of certain counties to create civil service systems.,County Government--Employees/Officers (I0095); Law Enforcement (I0510); CIVIL SERVICE SYSTEMS (S9795); SHERIFFS (S1013),Barrientos,,Linebarger,,County Affairs,Out of committee,Intergovernmental Relations,Out of committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=72R&Bill=SB106
