bill_number,session_num,session,chamber,action_date,action
HCM2002,128,2023_2024_Second_Regular,Senate,2024-03-04,Assigned to Senate Committee~RULES (Rules)
HCM2002,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~RULES (Rules)
HCM2002,128,2023_2024_Second_Regular,House,2024-02-20,Reported C&P from House Committee~RULES (Rules)
HCM2002,128,2023_2024_Second_Regular,House,2024-02-21,Committee of the Whole ~ DP (Do pass)
HCM2002,128,2023_2024_Second_Regular,House,2024-02-28,Passed Third Reading
HCM2003,128,2023_2024_Second_Regular,House,1/29/2024,HCM2003 Introduced
HCM2003,128,2023_2024_Second_Regular,House,2024-02-05,First Reading Complete
HCM2003,128,2023_2024_Second_Regular,House,2024-02-06,Second Reading Complete
HCM2003,128,2023_2024_Second_Regular,House,2024-02-05,"Assigned to House Committee~NREW (Natural Resources, Energy & Water)"
HCM2003,128,2023_2024_Second_Regular,House,2024-02-05,Assigned to House Committee~RULES (Rules)
HCM2004,128,2023_2024_Second_Regular,House,1/31/2024,HCM2004 Introduced
HCM2004,128,2023_2024_Second_Regular,,2024-02-28,Transmitted to Senate
HCM2004,128,2023_2024_Second_Regular,,2024-04-01,Transmitted to House
HCM2004,128,2023_2024_Second_Regular,,2024-04-02,Transmitted to Secretary of State
HCM2004,128,2023_2024_Second_Regular,Senate,2024-03-04,First Reading Complete
HCM2004,128,2023_2024_Second_Regular,House,2024-02-05,First Reading Complete
HCM2004,128,2023_2024_Second_Regular,Senate,2024-03-05,Second Reading Complete
HCM2004,128,2023_2024_Second_Regular,House,2024-02-06,Second Reading Complete
HCM2004,128,2023_2024_Second_Regular,House,2024-02-05,"Assigned to House Committee~LARA (Land, Agriculture & Rural Affairs)"
HCM2004,128,2023_2024_Second_Regular,House,2024-02-12,"Reported DP from House Committee~LARA (Land, Agriculture & Rural Affairs)"
HCM2004,128,2023_2024_Second_Regular,Senate,2024-03-04,Assigned to Senate Committee~GOV (Government)
HCM2004,128,2023_2024_Second_Regular,Senate,2024-03-13,Reported DP from Senate Committee~GOV (Government)
HCM2004,128,2023_2024_Second_Regular,House,2024-02-05,Assigned to House Committee~RULES (Rules)
HCM2004,128,2023_2024_Second_Regular,House,2024-02-19,Reported C&P from House Committee~RULES (Rules)
HCM2004,128,2023_2024_Second_Regular,Senate,2024-03-04,Assigned to Senate Committee~RULES (Rules)
HCM2004,128,2023_2024_Second_Regular,Senate,2024-03-18,Reported PFC from Senate Committee~RULES (Rules)
HCM2004,128,2023_2024_Second_Regular,House,2024-02-21,Committee of the Whole ~ DP (Do pass)
HCM2004,128,2023_2024_Second_Regular,House,2024-02-28,Passed Third Reading
HCM2004,128,2023_2024_Second_Regular,Senate,2024-03-26,Committee of the Whole ~ DP (Do pass)
HCM2004,128,2023_2024_Second_Regular,Senate,2024-04-01,Passed Third Reading
HCM2005,128,2023_2024_Second_Regular,House,1/31/2024,HCM2005 Introduced
HCM2005,128,2023_2024_Second_Regular,,2024-02-28,Transmitted to Senate
HCM2005,128,2023_2024_Second_Regular,,2024-04-01,Transmitted to House
HCM2005,128,2023_2024_Second_Regular,,2024-04-02,Transmitted to Secretary of State
HCM2005,128,2023_2024_Second_Regular,Senate,2024-03-05,First Reading Complete
HCM2005,128,2023_2024_Second_Regular,House,2024-02-05,First Reading Complete
HCM2005,128,2023_2024_Second_Regular,Senate,2024-03-06,Second Reading Complete
HCM2005,128,2023_2024_Second_Regular,House,2024-02-06,Second Reading Complete
HCM2005,128,2023_2024_Second_Regular,House,2024-02-05,"Assigned to House Committee~LARA (Land, Agriculture & Rural Affairs)"
HCM2005,128,2023_2024_Second_Regular,House,2024-02-12,"Reported DP from House Committee~LARA (Land, Agriculture & Rural Affairs)"
HCM2005,128,2023_2024_Second_Regular,Senate,2024-03-05,Assigned to Senate Committee~GOV (Government)
HCM2005,128,2023_2024_Second_Regular,Senate,2024-03-13,Reported DP from Senate Committee~GOV (Government)
HCM2005,128,2023_2024_Second_Regular,House,2024-02-05,Assigned to House Committee~RULES (Rules)
HCM2005,128,2023_2024_Second_Regular,House,2024-02-19,Reported C&P from House Committee~RULES (Rules)
HCM2005,128,2023_2024_Second_Regular,Senate,2024-03-05,Assigned to Senate Committee~RULES (Rules)
HCM2005,128,2023_2024_Second_Regular,Senate,2024-03-18,Reported PFC from Senate Committee~RULES (Rules)
HCM2005,128,2023_2024_Second_Regular,House,2024-02-21,Committee of the Whole ~ DP (Do pass)
HCM2005,128,2023_2024_Second_Regular,House,2024-02-28,Passed Third Reading
HCM2005,128,2023_2024_Second_Regular,Senate,2024-03-26,Committee of the Whole ~ DP (Do pass)
HCM2005,128,2023_2024_Second_Regular,Senate,2024-04-01,Passed Third Reading
HCM2006,128,2023_2024_Second_Regular,House,2/1/2024,HCM2006 Introduced
HCM2006,128,2023_2024_Second_Regular,,2024-02-28,Transmitted to Senate
HCM2006,128,2023_2024_Second_Regular,,2024-06-12,Transmitted to House
HCM2006,128,2023_2024_Second_Regular,,2024-06-15,Transmitted to Secretary of State
HCM2006,128,2023_2024_Second_Regular,Senate,2024-03-05,First Reading Complete
HCM2006,128,2023_2024_Second_Regular,House,2024-02-05,First Reading Complete
HCM2006,128,2023_2024_Second_Regular,Senate,2024-03-06,Second Reading Complete
HCM2006,128,2023_2024_Second_Regular,House,2024-02-06,Second Reading Complete
HCM2006,128,2023_2024_Second_Regular,House,2024-02-05,"Assigned to House Committee~LARA (Land, Agriculture & Rural Affairs)"
HCM2006,128,2023_2024_Second_Regular,House,2024-02-12,"Reported DP from House Committee~LARA (Land, Agriculture & Rural Affairs)"
HCM2006,128,2023_2024_Second_Regular,Senate,2024-03-05,"Assigned to Senate Committee~NREW (Natural Resources, Energy and Water)"
HCM2006,128,2023_2024_Second_Regular,Senate,2024-03-21,"Reported DP from Senate Committee~NREW (Natural Resources, Energy and Water)"
HCM2006,128,2023_2024_Second_Regular,House,2024-02-05,Assigned to House Committee~RULES (Rules)
HCM2006,128,2023_2024_Second_Regular,House,2024-02-19,Reported C&P from House Committee~RULES (Rules)
HCM2006,128,2023_2024_Second_Regular,Senate,2024-03-05,Assigned to Senate Committee~RULES (Rules)
HCM2006,128,2023_2024_Second_Regular,Senate,2024-04-01,Reported PFC from Senate Committee~RULES (Rules)
HCM2006,128,2023_2024_Second_Regular,House,2024-02-21,Committee of the Whole ~ DP (Do pass)
HCM2006,128,2023_2024_Second_Regular,House,2024-02-28,Passed Third Reading
HCM2006,128,2023_2024_Second_Regular,Senate,2024-04-03,Committee of the Whole ~ DP (Do pass)
HCM2006,128,2023_2024_Second_Regular,Senate,2024-06-12,Passed Third Reading
HCM2007,128,2023_2024_Second_Regular,House,2/1/2024,HCM2007 Introduced
HCM2007,128,2023_2024_Second_Regular,,2024-02-28,Transmitted to Senate
HCM2007,128,2023_2024_Second_Regular,,2024-04-01,Transmitted to House
HCM2007,128,2023_2024_Second_Regular,,2024-04-02,Transmitted to Secretary of State
HCM2007,128,2023_2024_Second_Regular,Senate,2024-03-05,First Reading Complete
HCM2007,128,2023_2024_Second_Regular,House,2024-02-05,First Reading Complete
HCM2007,128,2023_2024_Second_Regular,Senate,2024-03-06,Second Reading Complete
HCM2007,128,2023_2024_Second_Regular,House,2024-02-06,Second Reading Complete
HCM2007,128,2023_2024_Second_Regular,House,2024-02-05,"Assigned to House Committee~LARA (Land, Agriculture & Rural Affairs)"
HCM2007,128,2023_2024_Second_Regular,House,2024-02-12,"Reported DP from House Committee~LARA (Land, Agriculture & Rural Affairs)"
HCM2007,128,2023_2024_Second_Regular,Senate,2024-03-05,"Assigned to Senate Committee~NREW (Natural Resources, Energy and Water)"
HCM2007,128,2023_2024_Second_Regular,Senate,2024-03-14,"Reported DP from Senate Committee~NREW (Natural Resources, Energy and Water)"
HCM2007,128,2023_2024_Second_Regular,House,2024-02-05,Assigned to House Committee~RULES (Rules)
HCM2007,128,2023_2024_Second_Regular,House,2024-02-19,Reported C&P from House Committee~RULES (Rules)
HCM2007,128,2023_2024_Second_Regular,Senate,2024-03-05,Assigned to Senate Committee~RULES (Rules)
HCM2007,128,2023_2024_Second_Regular,Senate,2024-03-25,Reported PFC from Senate Committee~RULES (Rules)
HCM2007,128,2023_2024_Second_Regular,House,2024-02-21,Committee of the Whole ~ DP (Do pass)
HCM2007,128,2023_2024_Second_Regular,House,2024-02-28,Passed Third Reading
HCM2007,128,2023_2024_Second_Regular,Senate,2024-03-28,Committee of the Whole ~ DP (Do pass)
HCM2007,128,2023_2024_Second_Regular,Senate,2024-04-01,Passed Third Reading
HCM2008,128,2023_2024_Second_Regular,House,2/1/2024,HCM2008 Introduced
HCM2008,128,2023_2024_Second_Regular,,2024-02-28,Transmitted to Senate
HCM2008,128,2023_2024_Second_Regular,,2024-04-01,Transmitted to House
HCM2008,128,2023_2024_Second_Regular,,2024-04-02,Transmitted to Secretary of State
HCM2008,128,2023_2024_Second_Regular,Senate,2024-03-05,First Reading Complete
HCM2008,128,2023_2024_Second_Regular,House,2024-02-05,First Reading Complete
HCM2008,128,2023_2024_Second_Regular,Senate,2024-03-06,Second Reading Complete
HCM2008,128,2023_2024_Second_Regular,House,2024-02-06,Second Reading Complete
HCM2008,128,2023_2024_Second_Regular,House,2024-02-05,"Assigned to House Committee~LARA (Land, Agriculture & Rural Affairs)"
HCM2008,128,2023_2024_Second_Regular,House,2024-02-12,"Reported DP from House Committee~LARA (Land, Agriculture & Rural Affairs)"
HCM2008,128,2023_2024_Second_Regular,Senate,2024-03-05,"Assigned to Senate Committee~NREW (Natural Resources, Energy and Water)"
HCM2008,128,2023_2024_Second_Regular,Senate,2024-03-14,"Reported DP from Senate Committee~NREW (Natural Resources, Energy and Water)"
HCM2008,128,2023_2024_Second_Regular,House,2024-02-05,Assigned to House Committee~RULES (Rules)
HCM2008,128,2023_2024_Second_Regular,House,2024-02-19,Reported C&P from House Committee~RULES (Rules)
HCM2008,128,2023_2024_Second_Regular,Senate,2024-03-05,Assigned to Senate Committee~RULES (Rules)
HCM2008,128,2023_2024_Second_Regular,Senate,2024-03-25,Reported PFC from Senate Committee~RULES (Rules)
HCM2008,128,2023_2024_Second_Regular,House,2024-02-21,Committee of the Whole ~ DP (Do pass)
HCM2008,128,2023_2024_Second_Regular,House,2024-02-28,Passed Third Reading
HCM2008,128,2023_2024_Second_Regular,Senate,2024-03-28,Committee of the Whole ~ DP (Do pass)
HCM2008,128,2023_2024_Second_Regular,Senate,2024-04-01,Passed Third Reading
HCR2001,128,2023_2024_Second_Regular,House,1/3/2024,HCR2001 Introduced
HCR2001,128,2023_2024_Second_Regular,House,2024-01-23,First Reading Complete
HCR2001,128,2023_2024_Second_Regular,House,2024-01-24,Second Reading Complete
HCR2001,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~MOE (Municipal Oversight & Elections)
HCR2001,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~RULES (Rules)
HCR2002,128,2023_2024_Second_Regular,House,1/4/2024,HCR2002 Introduced
HCR2002,128,2023_2024_Second_Regular,,2024-02-06,Transmitted to Senate
HCR2002,128,2023_2024_Second_Regular,House,2024-01-10,First Reading Complete
HCR2002,128,2023_2024_Second_Regular,House,2024-01-16,Second Reading Complete
HCR2002,128,2023_2024_Second_Regular,House,2024-01-10,"Assigned to House Committee~LARA (Land, Agriculture & Rural Affairs)"
HCR2002,128,2023_2024_Second_Regular,House,2024-01-22,"Reported DP from House Committee~LARA (Land, Agriculture & Rural Affairs)"
HCR2002,128,2023_2024_Second_Regular,House,2024-01-10,Assigned to House Committee~RULES (Rules)
HCR2002,128,2023_2024_Second_Regular,House,2024-01-29,Reported C&P from House Committee~RULES (Rules)
HCR2002,128,2023_2024_Second_Regular,House,2024-02-06,Passed Third Reading
HCR2003,128,2023_2024_Second_Regular,House,1/4/2024,HCR2003 Introduced
HCR2003,128,2023_2024_Second_Regular,,2024-02-28,Transmitted to Senate
HCR2003,128,2023_2024_Second_Regular,Senate,2024-03-04,First Reading Complete
HCR2003,128,2023_2024_Second_Regular,House,2024-02-08,First Reading Complete
HCR2003,128,2023_2024_Second_Regular,Senate,2024-03-05,Second Reading Complete
HCR2003,128,2023_2024_Second_Regular,House,2024-02-12,Second Reading Complete
HCR2003,128,2023_2024_Second_Regular,House,2024-02-08,"Assigned to House Committee~NREW (Natural Resources, Energy & Water)"
HCR2003,128,2023_2024_Second_Regular,House,2024-02-13,"Reported DPA/SE from House Committee~NREW (Natural Resources, Energy & Water)"
HCR2003,128,2023_2024_Second_Regular,Senate,2024-03-04,"Assigned to Senate Committee~NREW (Natural Resources, Energy and Water)"
HCR2003,128,2023_2024_Second_Regular,Senate,2024-03-21,"Reported DP from Senate Committee~NREW (Natural Resources, Energy and Water)"
HCR2003,128,2023_2024_Second_Regular,Senate,2024-03-04,Assigned to Senate Committee~RULES (Rules)
HCR2003,128,2023_2024_Second_Regular,House,2024-02-08,Assigned to House Committee~RULES (Rules)
HCR2003,128,2023_2024_Second_Regular,House,2024-02-20,Reported C&P from House Committee~RULES (Rules)
HCR2003,128,2023_2024_Second_Regular,House,2024-02-21,Committee of the Whole ~ DPA (Do pass amended)
HCR2003,128,2023_2024_Second_Regular,House,2024-02-22,House Floor Motion - Motion to Ad COW
HCR2003,128,2023_2024_Second_Regular,House,2024-02-22,Additional Committee of the Whole ~ DPA (Do pass amended)
HCR2003,128,2023_2024_Second_Regular,House,2024-02-28,Passed Third Reading
HCR2004,128,2023_2024_Second_Regular,House,1/5/2024,HCR2004 Introduced
HCR2004,128,2023_2024_Second_Regular,House,2024-06-14,First Reading Complete
HCR2004,128,2023_2024_Second_Regular,House,2024-06-14,Assigned to House Committee~RULES (Rules)
HCR2005,128,2023_2024_Second_Regular,House,1/5/2024,HCR2005 Introduced
HCR2005,128,2023_2024_Second_Regular,House,2024-06-14,First Reading Complete
HCR2005,128,2023_2024_Second_Regular,House,2024-06-14,Assigned to House Committee~RULES (Rules)
HCR2006,128,2023_2024_Second_Regular,House,1/5/2024,HCR2006 Introduced
HCR2006,128,2023_2024_Second_Regular,House,2024-06-14,First Reading Complete
HCR2006,128,2023_2024_Second_Regular,House,2024-06-14,Assigned to House Committee~RULES (Rules)
HCR2007,128,2023_2024_Second_Regular,House,1/5/2024,HCR2007 Introduced
HCR2007,128,2023_2024_Second_Regular,House,2024-06-14,First Reading Complete
HCR2007,128,2023_2024_Second_Regular,House,2024-06-14,Assigned to House Committee~RULES (Rules)
HCR2008,128,2023_2024_Second_Regular,House,1/5/2024,HCR2008 Introduced
HCR2008,128,2023_2024_Second_Regular,House,2024-06-14,First Reading Complete
HCR2008,128,2023_2024_Second_Regular,House,2024-06-14,Assigned to House Committee~RULES (Rules)
HCR2009,128,2023_2024_Second_Regular,House,1/8/2024,HCR2009 Introduced
HCR2009,128,2023_2024_Second_Regular,,2024-01-08,Transmitted to Senate
HCR2009,128,2023_2024_Second_Regular,,2024-01-10,Transmitted to House
HCR2009,128,2023_2024_Second_Regular,,2024-01-10,Transmitted to Secretary of State
HCR2009,128,2023_2024_Second_Regular,Senate,2024-01-10,First Reading Complete
HCR2009,128,2023_2024_Second_Regular,House,2024-01-08,First Reading Waived
HCR2009,128,2023_2024_Second_Regular,House,2024-01-08,Second Reading Waived
HCR2009,128,2023_2024_Second_Regular,House,2024-01-08,Passed Third Reading
HCR2009,128,2023_2024_Second_Regular,Senate,2024-01-10,Passed Third Reading
HCR2009,128,2023_2024_Second_Regular,Senate,2024-01-10,Senate Floor Motion - Miscellaneous Motion
HCR2010,128,2023_2024_Second_Regular,House,1/9/2024,HCR2010 Introduced
HCR2010,128,2023_2024_Second_Regular,House,2024-01-23,First Reading Complete
HCR2010,128,2023_2024_Second_Regular,House,2024-01-24,Second Reading Complete
HCR2010,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~JUD (Judiciary)
HCR2010,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~RULES (Rules)
HCR2011,128,2023_2024_Second_Regular,House,1/9/2024,HCR2011 Introduced
HCR2011,128,2023_2024_Second_Regular,House,2024-01-23,First Reading Complete
HCR2011,128,2023_2024_Second_Regular,House,2024-01-24,Second Reading Complete
HCR2011,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~JUD (Judiciary)
HCR2011,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~RULES (Rules)
HCR2012,128,2023_2024_Second_Regular,House,1/9/2024,HCR2012 Introduced
HCR2012,128,2023_2024_Second_Regular,House,2024-01-23,First Reading Complete
HCR2012,128,2023_2024_Second_Regular,House,2024-01-24,Second Reading Complete
HCR2012,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~MOE (Municipal Oversight & Elections)
HCR2012,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~RULES (Rules)
HCR2013,128,2023_2024_Second_Regular,House,2/5/2024,HCR2013 Introduced
HCR2013,128,2023_2024_Second_Regular,House,2024-01-23,First Reading Complete
HCR2013,128,2023_2024_Second_Regular,House,2024-01-24,Second Reading Complete
HCR2013,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~ED (Education)
HCR2013,128,2023_2024_Second_Regular,House,2024-02-08,Reported W/D from House Committee~ED (Education)
HCR2013,128,2023_2024_Second_Regular,House,2024-02-08,Assigned to House Committee~APPROP (Appropriations)
HCR2013,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~RULES (Rules)
HCR2014,128,2023_2024_Second_Regular,House,1/9/2024,HCR2014 Introduced
HCR2014,128,2023_2024_Second_Regular,House,2024-02-05,First Reading Complete
HCR2014,128,2023_2024_Second_Regular,House,2024-02-06,Second Reading Complete
HCR2014,128,2023_2024_Second_Regular,House,2024-02-05,Assigned to House Committee~RA (Regulatory Affairs)
HCR2014,128,2023_2024_Second_Regular,House,2024-02-05,Assigned to House Committee~RULES (Rules)
HCR2015,128,2023_2024_Second_Regular,House,1/10/2024,HCR2015 Introduced
HCR2015,128,2023_2024_Second_Regular,House,2024-01-23,First Reading Complete
HCR2015,128,2023_2024_Second_Regular,House,2024-01-24,Second Reading Complete
HCR2015,128,2023_2024_Second_Regular,House,2024-01-23,"Assigned to House Committee~NREW (Natural Resources, Energy & Water)"
HCR2015,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~RULES (Rules)
HCR2016,128,2023_2024_Second_Regular,House,1/10/2024,HCR2016 Introduced
HCR2016,128,2023_2024_Second_Regular,House,2024-01-23,First Reading Complete
HCR2016,128,2023_2024_Second_Regular,House,2024-01-24,Second Reading Complete
HCR2016,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~COM (Commerce)
HCR2016,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~GOV (Government)
HCR2016,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~JUD (Judiciary)
HCR2016,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~RULES (Rules)
HCR2017,128,2023_2024_Second_Regular,House,1/10/2024,HCR2017 Introduced
HCR2017,128,2023_2024_Second_Regular,House,2024-01-23,First Reading Complete
HCR2017,128,2023_2024_Second_Regular,House,2024-01-24,Second Reading Complete
HCR2017,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~JUD (Judiciary)
HCR2017,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~RULES (Rules)
HCR2018,128,2023_2024_Second_Regular,House,1/10/2024,HCR2018 Introduced
HCR2018,128,2023_2024_Second_Regular,,2024-02-22,Transmitted to Senate
HCR2018,128,2023_2024_Second_Regular,Senate,2024-03-06,First Reading Complete
HCR2018,128,2023_2024_Second_Regular,House,2024-01-23,First Reading Complete
HCR2018,128,2023_2024_Second_Regular,House,2024-01-24,Second Reading Complete
HCR2018,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~TI (Transportation & Infrastructure)
HCR2018,128,2023_2024_Second_Regular,House,2024-02-14,Reported DP from House Committee~TI (Transportation & Infrastructure)
HCR2018,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~RULES (Rules)
HCR2018,128,2023_2024_Second_Regular,House,2024-02-20,Reported C&P from House Committee~RULES (Rules)
HCR2018,128,2023_2024_Second_Regular,House,2024-02-21,Committee of the Whole ~ DP (Do pass)
HCR2018,128,2023_2024_Second_Regular,House,2024-02-22,Passed Third Reading
HCR2018,128,2023_2024_Second_Regular,Senate,2024-03-06,Senate Floor Motion - Miscellaneous Motion
HCR2018,128,2023_2024_Second_Regular,Senate,2024-03-06,Failed Third Reading
HCR2019,128,2023_2024_Second_Regular,House,1/10/2024,HCR2019 Introduced
HCR2019,128,2023_2024_Second_Regular,House,2024-01-23,First Reading Complete
HCR2019,128,2023_2024_Second_Regular,House,2024-01-24,Second Reading Complete
HCR2019,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~GOV (Government)
HCR2019,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~RULES (Rules)
HCR2020,128,2023_2024_Second_Regular,House,1/10/2024,HCR2020 Introduced
HCR2020,128,2023_2024_Second_Regular,House,2024-01-23,First Reading Complete
HCR2020,128,2023_2024_Second_Regular,House,2024-01-24,Second Reading Complete
HCR2020,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~MOE (Municipal Oversight & Elections)
HCR2020,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~RULES (Rules)
HCR2021,128,2023_2024_Second_Regular,House,1/10/2024,HCR2021 Introduced
HCR2021,128,2023_2024_Second_Regular,House,2024-01-23,First Reading Complete
HCR2021,128,2023_2024_Second_Regular,House,2024-01-24,Second Reading Complete
HCR2021,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~ED (Education)
HCR2021,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~RULES (Rules)
HCR2022,128,2023_2024_Second_Regular,House,1/10/2024,HCR2022 Introduced
HCR2022,128,2023_2024_Second_Regular,House,2024-06-14,First Reading Complete
HCR2022,128,2023_2024_Second_Regular,House,2024-06-14,Assigned to House Committee~RULES (Rules)
HCR2023,128,2023_2024_Second_Regular,House,1/10/2024,HCR2023 Introduced
HCR2023,128,2023_2024_Second_Regular,,2024-02-28,Transmitted to Senate
HCR2023,128,2023_2024_Second_Regular,,2024-03-04,Transmitted to House
HCR2023,128,2023_2024_Second_Regular,,2024-03-04,Transmitted to Secretary of State
HCR2023,128,2023_2024_Second_Regular,Senate,2024-03-04,First Reading Complete
HCR2023,128,2023_2024_Second_Regular,House,2024-01-22,First Reading Complete
HCR2023,128,2023_2024_Second_Regular,House,2024-01-23,Second Reading Complete
HCR2023,128,2023_2024_Second_Regular,House,2024-01-22,Assigned to House Committee~WM (Ways & Means)
HCR2023,128,2023_2024_Second_Regular,House,2024-02-14,Reported DPA from House Committee~WM (Ways & Means)
HCR2023,128,2023_2024_Second_Regular,House,2024-01-22,Assigned to House Committee~RULES (Rules)
HCR2023,128,2023_2024_Second_Regular,House,2024-02-20,Reported C&P from House Committee~RULES (Rules)
HCR2023,128,2023_2024_Second_Regular,House,2024-02-21,Committee of the Whole ~ DPA (Do pass amended)
HCR2023,128,2023_2024_Second_Regular,House,2024-02-27,House Floor Motion - Motion to Ad COW
HCR2023,128,2023_2024_Second_Regular,House,2024-02-27,Additional Committee of the Whole ~ DPA (Do pass amended)
HCR2023,128,2023_2024_Second_Regular,House,2024-02-28,Passed Third Reading
HCR2023,128,2023_2024_Second_Regular,Senate,2024-03-04,Senate Floor Motion - Miscellaneous Motion
HCR2023,128,2023_2024_Second_Regular,Senate,2024-03-04,Passed Third Reading
HCR2024,128,2023_2024_Second_Regular,House,1/10/2024,HCR2024 Introduced
HCR2024,128,2023_2024_Second_Regular,House,2024-01-23,First Reading Complete
HCR2024,128,2023_2024_Second_Regular,House,2024-01-24,Second Reading Complete
HCR2024,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~JUD (Judiciary)
HCR2024,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~RULES (Rules)
HCR2025,128,2023_2024_Second_Regular,House,1/10/2024,HCR2025 Introduced
HCR2025,128,2023_2024_Second_Regular,House,2024-01-23,First Reading Complete
HCR2025,128,2023_2024_Second_Regular,House,2024-01-24,Second Reading Complete
HCR2025,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~GOV (Government)
HCR2025,128,2023_2024_Second_Regular,House,2024-01-23,Assigned to House Committee~RULES (Rules)
HCR2026,128,2023_2024_Second_Regular,House,1/10/2024,HCR2026 Introduced
HCR2026,128,2023_2024_Second_Regular,House,2024-06-14,First Reading Complete
HCR2026,128,2023_2024_Second_Regular,House,2024-06-14,Assigned to House Committee~RULES (Rules)
HCR2027,128,2023_2024_Second_Regular,House,1/11/2024,HCR2027 Introduced
HCR2027,128,2023_2024_Second_Regular,House,2024-01-23,First Reading Complete
