bill_number,session_num,session,bill_id_num,title,intro_sponsor,primary_sponsors,cosponsors,keywords,summary,bill_json
HCR2021,127,2023_2024_First_Regular,78461,ratification; equal rights amendment.,,SHAH,,CONSTITUTION OF THE UNITED STATES; EQUAL RIGHTS; EQUAL RIGHTS AMENDMENT (ERA); ERA (SEE ALSO: EQUAL RIGHTS AMENDMENT); RATIFICATION,HCR2021 - ratification; equal rights amendment.,https://apps.azleg.gov/api/Bill/?billNumber=HCR2021&sessionId=127
HCR2022,127,2023_2024_First_Regular,78462,school districts; expenditure limitation; repeal.,,SHAH,,CONSTITUTION OF ARIZONA; EXPENDITURE LIMITATIONS; REPEAL; SCHOOL DISTRICTS,HCR2022 - school districts; expenditure limitation; repeal.,https://apps.azleg.gov/api/Bill/?billNumber=HCR2022&sessionId=127
HCR2023,127,2023_2024_First_Regular,78471,death penalty; prohibition.,,CONTRERAS P,AGUILAR; AUSTIN; BRAVO; CANO; GUTIERREZ; ORTIZ; SANDOVAL; SEAMAN; SUN; TERECH; TRAVERS,CONSTITUTION OF ARIZONA; DEATH PENALTY; PROHIBITION; SENTENCE OF DEATH,HCR2023 - death penalty; prohibition.,https://apps.azleg.gov/api/Bill/?billNumber=HCR2023&sessionId=127
HCR2024,127,2023_2024_First_Regular,78622,Bartlett Dam; height increase,,GRIFFIN,,BARTLETT DAM; HEIGHT INCREASE,HCR2024 - Bartlett Dam; height increase,https://apps.azleg.gov/api/Bill/?billNumber=HCR2024&sessionId=127
HCR2025,127,2023_2024_First_Regular,78624,death benefit; assault; first responders,,PAYNE,,ASSAULT; CONCURRENT RESOLUTION; DEATH BENEFIT; FIRST RESPONDERS,HCR2025 - death benefit; assault; first responders,https://apps.azleg.gov/api/Bill/?billNumber=HCR2025&sessionId=127
HCR2026,127,2023_2024_First_Regular,78625,schools; English language learners; requirements,,SANDOVAL,AGUILAR; BLATTMAN; DE LOS SANTOS; HERNANDEZ L; ORTIZ; SUN; TRAVERS,ENGLISH LANGUAGE EDUCATION; ENGLISH LANGUAGE LEARNERS; PUBLIC SCHOOLS; REQUIREMENTS; SCHOOLS,HCR2026 - schools; English language learners; requirements,https://apps.azleg.gov/api/Bill/?billNumber=HCR2026&sessionId=127
HCR2027,127,2023_2024_First_Regular,78632,Russell Pearce; death resolution,,PARKER B,,DEATH RESOLUTION; RUSSELL PEARCE,HCR2027 - Russell Pearce; death resolution,https://apps.azleg.gov/api/Bill/?billNumber=HCR2027&sessionId=127
HCR2028,127,2023_2024_First_Regular,78657,marijuana; unincorporated areas; reservations; prohibition.,,PESHLAKAI,,MARIJUANA; PROHIBITION; RESERVATIONS; UNINCORPORATED AREAS,HCR2028 - marijuana; unincorporated areas; reservations; prohibition.,https://apps.azleg.gov/api/Bill/?billNumber=HCR2028&sessionId=127
HCR2029,127,2023_2024_First_Regular,78664,income tax; individuals; repeal,,KOLODIN,JONES; MARSHALL; MCGARR; BORRELLI; HOFFMAN; WADSACK,INCOME TAX; INDIVIDUAL INCOME TAX; INDIVIDUALS; REPEAL,HCR2029 - income tax; individuals; repeal,https://apps.azleg.gov/api/Bill/?billNumber=HCR2029&sessionId=127
HCR2030,127,2023_2024_First_Regular,78924,ratification; equal rights amendment..,,TERECH,AGUILAR; AUSTIN; BLATTMAN; BRAVO; CANO; CONTRERAS L; CONTRERAS P; DE LOS SANTOS; GUTIERREZ; HERNANDEZ A; HERNANDEZ C; HERNANDEZ L; HERNANDEZ M; LONGDON; MATHIS; ORTIZ; PAWLIK; PESHLAKAI; QUIÑONEZ; SALMAN; SANDOVAL; SCHWIEBERT; SEAMAN; STAHL HAMILTON; SUN; TRAVERS; TSOSIE,EQUAL RIGHTS AMENDMENT (ERA); ERA (SEE ALSO: EQUAL RIGHTS AMENDMENT); RATIFICATION,HCR2030 - ratification; equal rights amendment..,https://apps.azleg.gov/api/Bill/?billNumber=HCR2030&sessionId=127
HCR2031,127,2023_2024_First_Regular,78926,income tax; subtraction; law enforcement,,JONES,GILLETTE; HARRIS; MARSHALL; MCGARR; PARKER B; SMITH; WADSACK,INCOME TAX; INDIVIDUAL INCOME TAX; LAW ENFORCEMENT; SUBTRACTIONS,HCR2031 - income tax; subtraction; law enforcement,https://apps.azleg.gov/api/Bill/?billNumber=HCR2031&sessionId=127
HCR2032,127,2023_2024_First_Regular,78929,international money transfer; requirements; tax,,GILLETTE,BIASIUCCI; CHAPLIK; HARRIS; HEAP; MARSHALL; PARKER B,INTERNATIONAL MONEY TRANSFER; MONEY TRANSFER; REQUIREMENTS; TAX; WIRE TRANSFERS OF MONEY,HCR2032 - international money transfer; requirements; tax,https://apps.azleg.gov/api/Bill/?billNumber=HCR2032&sessionId=127
HCR2033,127,2023_2024_First_Regular,79137,primary elections; eligible candidates,,SMITH,CHAPLIK; HEAP; HENDRIX; JONES; KOLODIN; MCGARR; MONTENEGRO; PARKER B; PARKER J; HOFFMAN; KERN; SHAMP; WADSACK,AMENDMENT; CONSTITUTION OF ARIZONA; DIRECT PRIMARY ELECTION LAW; ELIGIBLE CANDIDATES; PRIMARY ELECTIONS,HCR2033 - primary elections; eligible candidates,https://apps.azleg.gov/api/Bill/?billNumber=HCR2033&sessionId=127
HCR2034,127,2023_2024_First_Regular,79416,supporting statehood; Washington D.C.,,SALMAN,AGUILAR; AUSTIN; BRAVO; CANO; CONTRERAS L; CONTRERAS P; DE LOS SANTOS; GUTIERREZ; HERNANDEZ A; HERNANDEZ C; HERNANDEZ L; HERNANDEZ M; LONGDON; MATHIS; ORTIZ; PESHLAKAI; QUIÑONEZ; SANDOVAL; SCHWIEBERT; SEAMAN; SHAH; STAHL HAMILTON; SUN; TRAVERS; TSOSIE; ALSTON; DIAZ; EPSTEIN; GABALDÓN; HERNANDEZ; MENDEZ; MIRANDA; TERÁN,"SUPPORTING STATEHOOD; WASHINGTON, D.C.",HCR2034 - supporting statehood; Washington D.C.,https://apps.azleg.gov/api/Bill/?billNumber=HCR2034&sessionId=127
HCR2035,127,2023_2024_First_Regular,79417,death penalty; prohibition,,SALMAN,AGUILAR; AUSTIN; BLATTMAN; BRAVO; CANO; CONTRERAS L; DE LOS SANTOS; HERNANDEZ L; HERNANDEZ M; LONGDON; ORTIZ; QUIÑONEZ; SANDOVAL; SHAH; STAHL HAMILTON; SUN; TSOSIE; ALSTON; DIAZ; FERNANDEZ; GABALDÓN; HERNANDEZ; MENDEZ; MIRANDA; TERÁN,AMENDMENT; CONSTITUTION OF ARIZONA; DEATH PENALTY; PROHIBITION,HCR2035 - death penalty; prohibition,https://apps.azleg.gov/api/Bill/?billNumber=HCR2035&sessionId=127
HCR2036,127,2023_2024_First_Regular,79441,MS awareness week,,BLISS,,MS AWARENESS WEEK; MULTIPLE SCLEROSIS,HCR2036 - MS awareness week,https://apps.azleg.gov/api/Bill/?billNumber=HCR2036&sessionId=127
HCR2037,127,2023_2024_First_Regular,79461,Assyrian New Year; recognizing,,SCHWIEBERT,AGUILAR; AUSTIN; BLATTMAN; BRAVO; CANO; CARBONE; CONTRERAS L; CONTRERAS P; DE LOS SANTOS; GRANTHAM; GRESS; GUTIERREZ; HENDRIX; HERNANDEZ A; HERNANDEZ L; HERNANDEZ M; KOLODIN; LIVINGSTON; LONGDON; MATHIS; ORTIZ; PAWLIK; PAYNE; PESHLAKAI; QUIÑONEZ; SEAMAN; SHAH; STAHL HAMILTON; SUN; TERECH; TOMA; TRAVERS; WILMETH; ALSTON; BENNETT; BURCH; CARROLL; EPSTEIN; FERNANDEZ; HATATHLIE; KAISER; MARSH; MENDEZ; MIRANDA,ASSYRIAN NEW YEAR; RECOGNIZING,HCR2037 - Assyrian New Year; recognizing,https://apps.azleg.gov/api/Bill/?billNumber=HCR2037&sessionId=127
HCR2038,127,2023_2024_First_Regular,79475,continuing appropriation budget; enactment; timeframe,,LIVINGSTON,,AMENDMENT; APPROPRIATION BILLS; CONSTITUTION OF ARIZONA; CONTINUING APPROPRIATION BUDGET; ENACTMENT; TIMEFRAME,HCR2038 - continuing appropriation budget; enactment; timeframe,https://apps.azleg.gov/api/Bill/?billNumber=HCR2038&sessionId=127
HCR2039,127,2023_2024_First_Regular,79493,governor; state of emergency,,CHAPLIK,KOLODIN,AMENDMENT; CONGRESSIONAL BOUNDARIES (S); CONSTITUTION OF ARIZONA; CONSTITUTIONAL AMENDMENTS (ARIZONA) (S); GOVERNOR; HOUSE OF REPRESENTATIVES (S); INDEPENDENT REDISTRICTING COMMISSION (S); LEGISLATIVE BOUNDARIES (S); MEMBERS (S); POWERS AND DUTIES; SENATE (S); SPECIAL SESSION (S); STATE OF EMERGENCY,HCR2039 - (NOW: governor; emergency powers),https://apps.azleg.gov/api/Bill/?billNumber=HCR2039&sessionId=127
HCR2040,127,2023_2024_First_Regular,79532,in-person precinct voting; absentee voters,,JONES,HARRIS; HEAP; PARKER J; SMITH,ABSENTEE VOTERS; IN-PERSON PRECINCT VOTING; VOTER ELIGIBILITY,HCR2040 - in-person precinct voting; absentee voters,https://apps.azleg.gov/api/Bill/?billNumber=HCR2040&sessionId=127
HCR2041,127,2023_2024_First_Regular,79597,initiative; referendum; signatures; legislative districts...,,MARSHALL,DIAZ; GILLETTE; HARRIS; HENDRIX; JONES; SMITH,AMENDMENT; CONSTITUTION OF ARIZONA; INITIATIVE; LEGISLATIVE DISTRICTS; REFERENDA; REFERENDUM; SIGNATURES,HCR2041 - initiative; referendum; signatures; legislative districts...,https://apps.azleg.gov/api/Bill/?billNumber=HCR2041&sessionId=127
HCR2042,127,2023_2024_First_Regular,79658,English language education; requirements,,AUSTIN,AGUILAR; BLATTMAN; BRAVO; CANO; CONTRERAS L; CONTRERAS P; DE LOS SANTOS; GUTIERREZ; HERNANDEZ M; LONGDON; ORTIZ; PAWLIK; PESHLAKAI; QUIÑONEZ; SALMAN; SANDOVAL; SCHWIEBERT; STAHL HAMILTON; SUN,ENGLISH LANGUAGE EDUCATION; PUBLIC SCHOOLS; REQUIREMENTS; RESOLUTION,HCR2042 - English language education; requirements,https://apps.azleg.gov/api/Bill/?billNumber=HCR2042&sessionId=127
HCR2043,127,2023_2024_First_Regular,79663,compensation; state preemption; limitation,,GRESS,MARSHALL; NGUYEN; WILMETH,AMENDMENT; COMPENSATION; CONSTITUTION OF ARIZONA; EMPLOYEE BENEFITS; LIMITATION; STATE PREEMPTION,HCR2043 - compensation; state preemption; limitation,https://apps.azleg.gov/api/Bill/?billNumber=HCR2043&sessionId=127
HCR2044,127,2023_2024_First_Regular,79670,Assyrian Genocide; recognition,,TOMA,,ASSYRIAN GENOCIDE; CONCURRENT RESOLUTION; RECOGNITION,HCR2044 - Assyrian Genocide; recognition,https://apps.azleg.gov/api/Bill/?billNumber=HCR2044&sessionId=127
HCR2045,127,2023_2024_First_Regular,79672,"Jack Jackson, Sr.; death resolution",,PESHLAKAI,AUSTIN; BLATTMAN; BRAVO; CONTRERAS L; CONTRERAS P; HERNANDEZ A; HERNANDEZ L; LONGDON; NGUYEN; PAWLIK; QUIÑONEZ; SCHWIEBERT; SEAMAN; SHAH; TRAVERS,CONCURRENT RESOLUTION; DEATH RESOLUTION; JACK JACKSON SR,"HCR2045 - Jack Jackson, Sr.; death resolution",https://apps.azleg.gov/api/Bill/?billNumber=HCR2045&sessionId=127
HCR2046,127,2023_2024_First_Regular,79673,Peterson Zah; death resolution,,PESHLAKAI,AUSTIN; BLATTMAN; BRAVO; CONTRERAS L; CONTRERAS P; HERNANDEZ A; HERNANDEZ L; LONGDON; PAWLIK; QUIÑONEZ; SCHWIEBERT; SEAMAN; SHAH; TRAVERS,CONCURRENT RESOLUTION; DEATH RESOLUTION; PETERSON ZAH,HCR2046 - Peterson Zah; death resolution,https://apps.azleg.gov/api/Bill/?billNumber=HCR2046&sessionId=127
HCR2047,127,2023_2024_First_Regular,79676,twentieth anniversary; death; Lori Piestewa,,PESHLAKAI,AUSTIN; BLISS; CANO; CARBONE; CONTRERAS P; GILLETTE; GRANTHAM; GRIFFIN; GUTIERREZ; LIVINGSTON; ORTIZ; PAWLIK; QUIÑONEZ; SEAMAN; SUN; TERECH; TRAVERS,DEATH; LORI PIESTEWA; RESOLUTION; TWENTIETH ANNIVERSARY,HCR2047 - twentieth anniversary; death; Lori Piestewa,https://apps.azleg.gov/api/Bill/?billNumber=HCR2047&sessionId=127
HCR2048,127,2023_2024_First_Regular,79677,Joe Hart; death resolution,,GRIFFIN,AGUILAR; AUSTIN; BIASIUCCI; BLATTMAN; BLISS; BRAVO; CANO; CARBONE; CARTER; CHAPLIK; CONTRERAS L; CONTRERAS P; COOK; DE LOS SANTOS; DIAZ; DUNN; GILLETTE; GRANTHAM; GRESS; HARRIS; HEAP; HENDRIX; HERNANDEZ A; HERNANDEZ C; HERNANDEZ L; HERNANDEZ M; JONES; KOLODIN; LIVINGSTON; LONGDON; MARSHALL; MARTINEZ; MATHIS; MCGARR; MONTENEGRO; NGUYEN; PARKER B; PARKER J; PAWLIK; PAYNE; PEÑA; PESHLAKAI; PINGERELLI; QUIÑONEZ; SCHWIEBERT; SEAMAN; SHAH; SMITH; STAHL HAMILTON; SUN; TERECH; TOMA; TRAVERS; TSOSIE; WILMETH; ALSTON; BENNETT; BORRELLI; CARROLL; DIAZ; EPSTEIN; FARNSWORTH; FERNANDEZ; GABALDÓN; GOWAN; HATATHLIE; HERNANDEZ; KAVANAGH; KERN; KERR; MARSH; MENDEZ; MESNARD; MIRANDA; PETERSEN; ROGERS; SHOPE; SUNDARESHAN; TERÁN; WADSACK,CONCURRENT RESOLUTION; DEATH RESOLUTION; JOE HART,HCR2048 - Joe Hart; death resolution,https://apps.azleg.gov/api/Bill/?billNumber=HCR2048&sessionId=127
HCR2049,127,2023_2024_First_Regular,79686,Ann Nichols; death resolution,,LONGDON,CONTRERAS L; CONTRERAS P; PAWLIK,ANN NICHOLS; CONCURRENT RESOLUTION; DEATH RESOLUTION,HCR2049 - Ann Nichols; death resolution,https://apps.azleg.gov/api/Bill/?billNumber=HCR2049&sessionId=127
HCR2050,127,2023_2024_First_Regular,79703,school districts; expenditure limit; authorization,,GRESS,,AUTHORIZATION; CONCURRENT RESOLUTION; EXPENDITURE LIMIT; SCHOOL DISTRICT,HCR2050 - school districts; expenditure limit; authorization,https://apps.azleg.gov/api/Bill/?billNumber=HCR2050&sessionId=127
HCR2051,127,2023_2024_First_Regular,79725,Ben Shelly; death resolution,,TSOSIE,AGUILAR; CONTRERAS L; DE LOS SANTOS; GUTIERREZ; HERNANDEZ M; LONGDON; MATHIS; PAWLIK; PESHLAKAI; QUIÑONEZ; SALMAN; TERECH; TRAVERS,BEN SHELLY; CONCURRENT RESOLUTION; DEATH RESOLUTION,HCR2051 - Ben Shelly; death resolution,https://apps.azleg.gov/api/Bill/?billNumber=HCR2051&sessionId=127
HR2001,127,2023_2024_First_Regular,78628,technical correction; Grand Canyon day,,GRIFFIN,,GRAND CANYON DAY; GRAND CANYON NATIONAL PARK DAY; TECHNICAL CORRECTION,HR2001 - technical correction; Grand Canyon day,https://apps.azleg.gov/api/Bill/?billNumber=HR2001&sessionId=127
HR2002,127,2023_2024_First_Regular,78629,securing America's lands; foreign interference,,GRIFFIN,,FOREIGN INTERFERENCE; SECURING AMERICA'S LANDS,HR2002 - securing America's lands; foreign interference,https://apps.azleg.gov/api/Bill/?billNumber=HR2002&sessionId=127
HR2003,127,2023_2024_First_Regular,79682,Liz Harris; expulsion,,HOUSE OF REPRESENTATIVES,,EXPULSION; LEGISLATURE; RESOLUTION,HR2003 - Liz Harris; expulsion,https://apps.azleg.gov/api/Bill/?billNumber=HR2003&sessionId=127
HR2004,127,2023_2024_First_Regular,79743,death resolution; Ruben T. Castro,,COOK,,DEATH RESOLUTION; RUBEN T. CASTRO,HR2004 - death resolution; Ruben T. Castro,https://apps.azleg.gov/api/Bill/?billNumber=HR2004&sessionId=127
HB2001,127,2023_2024_First_Regular,78027,department of health services; rulemaking,,COOK,,ADMINISTRATIVE PROCEDURES; DEPARTMENT OF HEALTH SERVICES (DHS); DHS (SEE ALSO: DEPARTMENT OF HEALTH SERVICES); RULEMAKING; STATE GOVERNMENT - TITLE 41,HB2001 - department of health services; rulemaking,https://apps.azleg.gov/api/Bill/?billNumber=HB2001&sessionId=127
HB2002,127,2023_2024_First_Regular,78032,DOC officers; personnel system; covered,,COOK,,COVERAGE; DOC (SEE ALSO: STATE DEPARTMENT OF CORRECTIONS); OFFICERS; STATE DEPARTMENT OF CORRECTIONS (DOC); STATE GOVERNMENT - TITLE 41; STATE PERSONNEL SYSTEM,HB2002 - DOC officers; personnel system; covered,https://apps.azleg.gov/api/Bill/?billNumber=HB2002&sessionId=127
HB2003,127,2023_2024_First_Regular,78034,corporate income tax; rates,,LIVINGSTON,,CORPORATE INCOME TAX; RATES; RETROACTIVITY; TAXATION OF INCOME - TITLE 43,HB2003 - corporate income tax; rates,https://apps.azleg.gov/api/Bill/?billNumber=HB2003&sessionId=127
HB2004,127,2023_2024_First_Regular,78035,vehicle accidents; financial responsibility,,LIVINGSTON,,FINANCIAL RESPONSIBILITY; FINANCIAL RESPONSIBILITY VERIFICATION; TRANSPORTATION - TITLE 28; VEHICLE ACCIDENTS,HB2004 - vehicle accidents; financial responsibility,https://apps.azleg.gov/api/Bill/?billNumber=HB2004&sessionId=127
HB2005,127,2023_2024_First_Regular,78036,foreign captive insurers; definition,,LIVINGSTON,,ALIEN CAPTIVE INSURER; DEFINITION; FOREIGN CAPTIVE INSURERS; INSURANCE - TITLE 20,HB2005 - foreign captive insurers; definition,https://apps.azleg.gov/api/Bill/?billNumber=HB2005&sessionId=127
