bill_number,session_num,session,chamber,action_date,action
HCM2003,127,2023_2024_First_Regular,Senate,2023-03-23,"Reported DP from Senate Committee~NREW (Natural Resources, Energy and Water)"
HCM2003,127,2023_2024_First_Regular,House,2023-02-09,Assigned to House Committee~RULES (Rules)
HCM2003,127,2023_2024_First_Regular,House,2023-02-27,Reported C&P from House Committee~RULES (Rules)
HCM2003,127,2023_2024_First_Regular,Senate,2023-03-06,Assigned to Senate Committee~RULES (Rules)
HCM2003,127,2023_2024_First_Regular,Senate,2023-03-27,Reported PFC from Senate Committee~RULES (Rules)
HCM2003,127,2023_2024_First_Regular,House,2023-03-01,Committee of the Whole ~ DPA (Do pass amended)
HCM2003,127,2023_2024_First_Regular,House,2023-03-01,Passed Third Reading
HCM2003,127,2023_2024_First_Regular,Senate,2023-04-03,Committee of the Whole ~ DP (Do pass)
HCM2003,127,2023_2024_First_Regular,Senate,2023-04-05,Passed Third Reading
HCM2004,127,2023_2024_First_Regular,House,1/12/2023,HCM2004 Introduced
HCM2004,127,2023_2024_First_Regular,,2023-02-21,Transmitted to Senate
HCM2004,127,2023_2024_First_Regular,,2023-04-05,Transmitted to House
HCM2004,127,2023_2024_First_Regular,,2023-04-06,Transmitted to Secretary of State
HCM2004,127,2023_2024_First_Regular,Senate,2023-02-27,First Reading Complete
HCM2004,127,2023_2024_First_Regular,House,2023-01-26,First Reading Complete
HCM2004,127,2023_2024_First_Regular,Senate,2023-02-28,Second Reading Complete
HCM2004,127,2023_2024_First_Regular,House,2023-01-30,Second Reading Complete
HCM2004,127,2023_2024_First_Regular,House,2023-01-26,"Assigned to House Committee~LARA (Land, Agriculture & Rural Affairs)"
HCM2004,127,2023_2024_First_Regular,House,2023-02-06,"Reported DP from House Committee~LARA (Land, Agriculture & Rural Affairs)"
HCM2004,127,2023_2024_First_Regular,Senate,2023-02-27,"Assigned to Senate Committee~NREW (Natural Resources, Energy and Water)"
HCM2004,127,2023_2024_First_Regular,Senate,2023-03-23,"Reported DP from Senate Committee~NREW (Natural Resources, Energy and Water)"
HCM2004,127,2023_2024_First_Regular,House,2023-01-26,Assigned to House Committee~RULES (Rules)
HCM2004,127,2023_2024_First_Regular,House,2023-02-13,Reported C&P from House Committee~RULES (Rules)
HCM2004,127,2023_2024_First_Regular,Senate,2023-02-27,Assigned to Senate Committee~RULES (Rules)
HCM2004,127,2023_2024_First_Regular,Senate,2023-03-27,Reported PFC from Senate Committee~RULES (Rules)
HCM2004,127,2023_2024_First_Regular,House,2023-02-21,Passed Third Reading
HCM2004,127,2023_2024_First_Regular,Senate,2023-04-03,Committee of the Whole ~ DP (Do pass)
HCM2004,127,2023_2024_First_Regular,Senate,2023-04-05,Passed Third Reading
HCM2005,127,2023_2024_First_Regular,House,1/12/2023,HCM2005 Introduced
HCM2005,127,2023_2024_First_Regular,,2023-02-21,Transmitted to Senate
HCM2005,127,2023_2024_First_Regular,,2023-05-10,Transmitted to House
HCM2005,127,2023_2024_First_Regular,,2023-05-10,Transmitted to Secretary of State
HCM2005,127,2023_2024_First_Regular,Senate,2023-02-27,First Reading Complete
HCM2005,127,2023_2024_First_Regular,House,2023-01-26,First Reading Complete
HCM2005,127,2023_2024_First_Regular,Senate,2023-02-28,Second Reading Complete
HCM2005,127,2023_2024_First_Regular,House,2023-01-30,Second Reading Complete
HCM2005,127,2023_2024_First_Regular,House,2023-01-26,"Assigned to House Committee~LARA (Land, Agriculture & Rural Affairs)"
HCM2005,127,2023_2024_First_Regular,House,2023-02-06,"Reported DP from House Committee~LARA (Land, Agriculture & Rural Affairs)"
HCM2005,127,2023_2024_First_Regular,Senate,2023-02-27,"Assigned to Senate Committee~NREW (Natural Resources, Energy and Water)"
HCM2005,127,2023_2024_First_Regular,Senate,2023-03-30,"Reported DP from Senate Committee~NREW (Natural Resources, Energy and Water)"
HCM2005,127,2023_2024_First_Regular,House,2023-01-26,Assigned to House Committee~RULES (Rules)
HCM2005,127,2023_2024_First_Regular,House,2023-02-13,Reported C&P from House Committee~RULES (Rules)
HCM2005,127,2023_2024_First_Regular,Senate,2023-02-27,Assigned to Senate Committee~RULES (Rules)
HCM2005,127,2023_2024_First_Regular,Senate,2023-04-10,Reported PFC from Senate Committee~RULES (Rules)
HCM2005,127,2023_2024_First_Regular,House,2023-02-21,Passed Third Reading
HCM2005,127,2023_2024_First_Regular,Senate,2023-04-13,Committee of the Whole ~ RETAINED (Retained)
HCM2005,127,2023_2024_First_Regular,Senate,2023-04-13,Committee of the Whole ~ DP (Do pass)
HCM2005,127,2023_2024_First_Regular,Senate,2023-05-09,Passed Third Reading
HCM2006,127,2023_2024_First_Regular,House,1/12/2023,HCM2006 Introduced
HCM2006,127,2023_2024_First_Regular,,2023-02-21,Transmitted to Senate
HCM2006,127,2023_2024_First_Regular,,2023-05-10,Transmitted to House
HCM2006,127,2023_2024_First_Regular,,2023-05-10,Transmitted to Secretary of State
HCM2006,127,2023_2024_First_Regular,Senate,2023-02-27,First Reading Complete
HCM2006,127,2023_2024_First_Regular,House,2023-01-25,First Reading Complete
HCM2006,127,2023_2024_First_Regular,Senate,2023-02-28,Second Reading Complete
HCM2006,127,2023_2024_First_Regular,House,2023-01-26,Second Reading Complete
HCM2006,127,2023_2024_First_Regular,House,2023-01-25,"Assigned to House Committee~NREW (Natural Resources, Energy & Water)"
HCM2006,127,2023_2024_First_Regular,House,2023-01-31,"Reported DP from House Committee~NREW (Natural Resources, Energy & Water)"
HCM2006,127,2023_2024_First_Regular,Senate,2023-02-27,"Assigned to Senate Committee~NREW (Natural Resources, Energy and Water)"
HCM2006,127,2023_2024_First_Regular,Senate,2023-03-30,"Reported DP from Senate Committee~NREW (Natural Resources, Energy and Water)"
HCM2006,127,2023_2024_First_Regular,House,2023-01-25,Assigned to House Committee~RULES (Rules)
HCM2006,127,2023_2024_First_Regular,House,2023-02-13,Reported C&P from House Committee~RULES (Rules)
HCM2006,127,2023_2024_First_Regular,Senate,2023-02-27,Assigned to Senate Committee~RULES (Rules)
HCM2006,127,2023_2024_First_Regular,Senate,2023-04-10,Reported PFC from Senate Committee~RULES (Rules)
HCM2006,127,2023_2024_First_Regular,House,2023-02-21,Passed Third Reading
HCM2006,127,2023_2024_First_Regular,Senate,2023-04-13,Committee of the Whole ~ RETAINED (Retained)
HCM2006,127,2023_2024_First_Regular,Senate,2023-04-13,Committee of the Whole ~ DP (Do pass)
HCM2006,127,2023_2024_First_Regular,Senate,2023-05-09,Passed Third Reading
HCM2007,127,2023_2024_First_Regular,House,1/26/2023,HCM2007 Introduced
HCM2007,127,2023_2024_First_Regular,,2023-02-21,Transmitted to Senate
HCM2007,127,2023_2024_First_Regular,,2023-04-05,Transmitted to House
HCM2007,127,2023_2024_First_Regular,,2023-04-06,Transmitted to Secretary of State
HCM2007,127,2023_2024_First_Regular,Senate,2023-03-06,First Reading Complete
HCM2007,127,2023_2024_First_Regular,House,2023-01-30,First Reading Complete
HCM2007,127,2023_2024_First_Regular,Senate,2023-03-07,Second Reading Complete
HCM2007,127,2023_2024_First_Regular,House,2023-01-31,Second Reading Complete
HCM2007,127,2023_2024_First_Regular,House,2023-01-30,Assigned to House Committee~GOV (Government)
HCM2007,127,2023_2024_First_Regular,House,2023-02-08,Reported DP from House Committee~GOV (Government)
HCM2007,127,2023_2024_First_Regular,Senate,2023-03-06,"Assigned to Senate Committee~MAPS (Military Affairs, Public Safety and Border Security)"
HCM2007,127,2023_2024_First_Regular,Senate,2023-03-15,"Reported DP from Senate Committee~MAPS (Military Affairs, Public Safety and Border Security)"
HCM2007,127,2023_2024_First_Regular,House,2023-01-30,Assigned to House Committee~RULES (Rules)
HCM2007,127,2023_2024_First_Regular,House,2023-02-13,Reported C&P from House Committee~RULES (Rules)
HCM2007,127,2023_2024_First_Regular,Senate,2023-03-06,Assigned to Senate Committee~RULES (Rules)
HCM2007,127,2023_2024_First_Regular,Senate,2023-03-20,Reported PFC from Senate Committee~RULES (Rules)
HCM2007,127,2023_2024_First_Regular,House,2023-02-21,Passed Third Reading
HCM2007,127,2023_2024_First_Regular,Senate,2023-04-03,Committee of the Whole ~ DP (Do pass)
HCM2007,127,2023_2024_First_Regular,Senate,2023-04-05,Passed Third Reading
HCM2008,127,2023_2024_First_Regular,House,2/6/2023,HCM2008 Introduced
HCM2008,127,2023_2024_First_Regular,,2023-03-02,Transmitted to Senate
HCM2008,127,2023_2024_First_Regular,,2023-05-10,Transmitted to House
HCM2008,127,2023_2024_First_Regular,,2023-05-10,Transmitted to Secretary of State
HCM2008,127,2023_2024_First_Regular,Senate,2023-03-06,First Reading Complete
HCM2008,127,2023_2024_First_Regular,House,2023-02-09,First Reading Complete
HCM2008,127,2023_2024_First_Regular,Senate,2023-03-07,Second Reading Complete
HCM2008,127,2023_2024_First_Regular,House,2023-02-13,Second Reading Complete
HCM2008,127,2023_2024_First_Regular,House,2023-02-09,"Assigned to House Committee~NREW (Natural Resources, Energy & Water)"
HCM2008,127,2023_2024_First_Regular,House,2023-02-14,"Reported DP from House Committee~NREW (Natural Resources, Energy & Water)"
HCM2008,127,2023_2024_First_Regular,Senate,2023-03-06,"Assigned to Senate Committee~NREW (Natural Resources, Energy and Water)"
HCM2008,127,2023_2024_First_Regular,Senate,2023-03-30,"Reported DP from Senate Committee~NREW (Natural Resources, Energy and Water)"
HCM2008,127,2023_2024_First_Regular,House,2023-02-09,Assigned to House Committee~RULES (Rules)
HCM2008,127,2023_2024_First_Regular,House,2023-02-27,Reported C&P from House Committee~RULES (Rules)
HCM2008,127,2023_2024_First_Regular,Senate,2023-03-06,Assigned to Senate Committee~RULES (Rules)
HCM2008,127,2023_2024_First_Regular,Senate,2023-04-10,Reported PFC from Senate Committee~RULES (Rules)
HCM2008,127,2023_2024_First_Regular,House,2023-03-01,Committee of the Whole ~ DP (Do pass)
HCM2008,127,2023_2024_First_Regular,House,2023-03-01,Passed Third Reading
HCM2008,127,2023_2024_First_Regular,Senate,2023-04-13,Committee of the Whole ~ RETAINED (Retained)
HCM2008,127,2023_2024_First_Regular,Senate,2023-04-13,Committee of the Whole ~ DP (Do pass)
HCM2008,127,2023_2024_First_Regular,Senate,2023-05-09,Passed Third Reading
HCR2001,127,2023_2024_First_Regular,House,1/4/2023,HCR2001 Introduced
HCR2001,127,2023_2024_First_Regular,,2023-02-07,Transmitted to Senate
HCR2001,127,2023_2024_First_Regular,,2023-02-08,Transmitted to House
HCR2001,127,2023_2024_First_Regular,,2023-02-09,Transmitted to Secretary of State
HCR2001,127,2023_2024_First_Regular,Senate,2023-02-08,First Reading Complete
HCR2001,127,2023_2024_First_Regular,House,2023-01-09,First Reading Complete
HCR2001,127,2023_2024_First_Regular,House,2023-01-10,Second Reading Complete
HCR2001,127,2023_2024_First_Regular,House,2023-01-09,Assigned to House Committee~ED (Education)
HCR2001,127,2023_2024_First_Regular,House,2023-01-31,Reported DP from House Committee~ED (Education)
HCR2001,127,2023_2024_First_Regular,House,2023-01-09,Assigned to House Committee~RULES (Rules)
HCR2001,127,2023_2024_First_Regular,House,2023-02-06,Reported C&P from House Committee~RULES (Rules)
HCR2001,127,2023_2024_First_Regular,House,2023-02-07,Committee of the Whole ~ DP (Do pass)
HCR2001,127,2023_2024_First_Regular,House,2023-02-07,Passed Third Reading
HCR2001,127,2023_2024_First_Regular,Senate,2023-02-08,Senate Floor Motion - Miscellaneous Motion
HCR2001,127,2023_2024_First_Regular,Senate,2023-02-08,Passed Third Reading
HCR2002,127,2023_2024_First_Regular,House,1/9/2023,HCR2002 Introduced
HCR2002,127,2023_2024_First_Regular,House,2023-01-09,First Reading Complete
HCR2002,127,2023_2024_First_Regular,House,2023-01-10,Second Reading Complete
HCR2002,127,2023_2024_First_Regular,House,2023-01-09,Assigned to House Committee~ED (Education)
HCR2002,127,2023_2024_First_Regular,House,2023-01-09,Assigned to House Committee~RULES (Rules)
HCR2003,127,2023_2024_First_Regular,House,1/10/2023,HCR2003 Introduced
HCR2003,127,2023_2024_First_Regular,House,2023-06-12,First Reading Complete
HCR2003,127,2023_2024_First_Regular,House,2023-06-12,Assigned to House Committee~RULES (Rules)
HCR2004,127,2023_2024_First_Regular,House,1/11/2023,HCR2004 Introduced
HCR2004,127,2023_2024_First_Regular,House,2023-01-17,First Reading Complete
HCR2004,127,2023_2024_First_Regular,House,2023-01-18,Second Reading Complete
HCR2004,127,2023_2024_First_Regular,House,2023-01-17,Assigned to House Committee~GOV (Government)
HCR2004,127,2023_2024_First_Regular,House,2023-01-17,Assigned to House Committee~RULES (Rules)
HCR2005,127,2023_2024_First_Regular,House,1/11/2023,HCR2005 Introduced
HCR2005,127,2023_2024_First_Regular,House,2023-01-23,First Reading Complete
HCR2005,127,2023_2024_First_Regular,House,2023-01-24,Second Reading Complete
HCR2005,127,2023_2024_First_Regular,House,2023-01-23,Assigned to House Committee~ED (Education)
HCR2005,127,2023_2024_First_Regular,House,2023-01-23,Assigned to House Committee~RULES (Rules)
HCR2006,127,2023_2024_First_Regular,House,1/11/2023,HCR2006 Introduced
HCR2006,127,2023_2024_First_Regular,,2023-03-28,Transmitted to Senate
HCR2006,127,2023_2024_First_Regular,Senate,2023-07-31,First Reading Complete
HCR2006,127,2023_2024_First_Regular,House,2023-02-13,First Reading Complete
HCR2006,127,2023_2024_First_Regular,House,2023-02-14,Second Reading Complete
HCR2006,127,2023_2024_First_Regular,Senate,2023-07-31,Assigned to Senate Committee~RULES (Rules)
HCR2006,127,2023_2024_First_Regular,House,2023-02-13,Assigned to House Committee~MOE (Municipal Oversight & Elections)
HCR2006,127,2023_2024_First_Regular,House,2023-02-15,Reported DPA/SE from House Committee~MOE (Municipal Oversight & Elections)
HCR2006,127,2023_2024_First_Regular,House,2023-02-13,Assigned to House Committee~RULES (Rules)
HCR2006,127,2023_2024_First_Regular,House,2023-02-27,Reported C&P from House Committee~RULES (Rules)
HCR2006,127,2023_2024_First_Regular,House,2023-03-28,Committee of the Whole ~ DPA (Do pass amended)
HCR2006,127,2023_2024_First_Regular,House,2023-03-28,Passed Third Reading
HCR2007,127,2023_2024_First_Regular,House,1/12/2023,HCR2007 Introduced
HCR2007,127,2023_2024_First_Regular,House,2023-02-07,First Reading Complete
HCR2007,127,2023_2024_First_Regular,House,2023-02-08,Second Reading Complete
HCR2007,127,2023_2024_First_Regular,House,2023-02-07,Assigned to House Committee~GOV (Government)
HCR2007,127,2023_2024_First_Regular,House,2023-02-07,Assigned to House Committee~RULES (Rules)
HCR2008,127,2023_2024_First_Regular,House,1/12/2023,HCR2008 Introduced
HCR2008,127,2023_2024_First_Regular,House,2023-01-26,First Reading Complete
HCR2008,127,2023_2024_First_Regular,House,2023-01-30,Second Reading Complete
HCR2008,127,2023_2024_First_Regular,House,2023-01-26,Assigned to House Committee~COM (Commerce)
HCR2008,127,2023_2024_First_Regular,House,2023-01-26,Assigned to House Committee~GOV (Government)
HCR2008,127,2023_2024_First_Regular,House,2023-01-26,Assigned to House Committee~RULES (Rules)
HCR2009,127,2023_2024_First_Regular,House,1/12/2023,HCR2009 Introduced
HCR2009,127,2023_2024_First_Regular,House,2023-01-26,First Reading Complete
HCR2009,127,2023_2024_First_Regular,House,2023-01-30,Second Reading Complete
HCR2009,127,2023_2024_First_Regular,House,2023-01-26,Assigned to House Committee~MOE (Municipal Oversight & Elections)
HCR2009,127,2023_2024_First_Regular,House,2023-01-26,Assigned to House Committee~JUD (Judiciary)
HCR2009,127,2023_2024_First_Regular,House,2023-01-26,Assigned to House Committee~RULES (Rules)
HCR2010,127,2023_2024_First_Regular,House,1/12/2023,HCR2010 Introduced
HCR2010,127,2023_2024_First_Regular,House,2023-01-26,First Reading Complete
HCR2010,127,2023_2024_First_Regular,House,2023-01-30,Second Reading Complete
HCR2010,127,2023_2024_First_Regular,House,2023-01-26,Assigned to House Committee~ED (Education)
HCR2010,127,2023_2024_First_Regular,House,2023-01-26,Assigned to House Committee~RULES (Rules)
HCR2011,127,2023_2024_First_Regular,House,1/12/2023,HCR2011 Introduced
HCR2011,127,2023_2024_First_Regular,House,2023-01-26,First Reading Complete
HCR2011,127,2023_2024_First_Regular,House,2023-01-30,Second Reading Complete
HCR2011,127,2023_2024_First_Regular,House,2023-01-26,Assigned to House Committee~MOE (Municipal Oversight & Elections)
HCR2011,127,2023_2024_First_Regular,House,2023-01-26,Assigned to House Committee~COM (Commerce)
HCR2011,127,2023_2024_First_Regular,House,2023-01-26,Assigned to House Committee~RULES (Rules)
HCR2012,127,2023_2024_First_Regular,House,1/12/2023,HCR2012 Introduced
HCR2012,127,2023_2024_First_Regular,,2023-02-23,Transmitted to Senate
HCR2012,127,2023_2024_First_Regular,,2023-05-10,Transmitted to House
HCR2012,127,2023_2024_First_Regular,,2023-05-10,Transmitted to Secretary of State
HCR2012,127,2023_2024_First_Regular,Senate,2023-02-28,First Reading Complete
HCR2012,127,2023_2024_First_Regular,House,2023-01-23,First Reading Complete
HCR2012,127,2023_2024_First_Regular,Senate,2023-03-01,Second Reading Complete
HCR2012,127,2023_2024_First_Regular,House,2023-01-24,Second Reading Complete
HCR2012,127,2023_2024_First_Regular,House,2023-01-23,"Assigned to House Committee~NREW (Natural Resources, Energy & Water)"
HCR2012,127,2023_2024_First_Regular,House,2023-02-14,"Reported DPA/SE from House Committee~NREW (Natural Resources, Energy & Water)"
HCR2012,127,2023_2024_First_Regular,Senate,2023-02-28,"Assigned to Senate Committee~NREW (Natural Resources, Energy and Water)"
HCR2012,127,2023_2024_First_Regular,Senate,2023-03-30,"Reported DP from Senate Committee~NREW (Natural Resources, Energy and Water)"
HCR2012,127,2023_2024_First_Regular,House,2023-01-23,Assigned to House Committee~RULES (Rules)
HCR2012,127,2023_2024_First_Regular,House,2023-02-21,Reported C&P from House Committee~RULES (Rules)
HCR2012,127,2023_2024_First_Regular,Senate,2023-02-28,Assigned to Senate Committee~RULES (Rules)
HCR2012,127,2023_2024_First_Regular,Senate,2023-04-10,Reported PFC from Senate Committee~RULES (Rules)
HCR2012,127,2023_2024_First_Regular,House,2023-02-22,Committee of the Whole ~ DPA (Do pass amended)
HCR2012,127,2023_2024_First_Regular,House,2023-02-22,Passed Third Reading
HCR2012,127,2023_2024_First_Regular,Senate,2023-04-13,Committee of the Whole ~ RETAINED (Retained)
HCR2012,127,2023_2024_First_Regular,Senate,2023-04-13,Committee of the Whole ~ DP (Do pass)
HCR2012,127,2023_2024_First_Regular,Senate,2023-05-09,Passed Third Reading
HCR2013,127,2023_2024_First_Regular,House,1/12/2023,HCR2013 Introduced
HCR2013,127,2023_2024_First_Regular,House,2023-01-23,First Reading Complete
HCR2013,127,2023_2024_First_Regular,House,2023-01-24,Second Reading Complete
HCR2013,127,2023_2024_First_Regular,House,2023-01-23,"Assigned to House Committee~NREW (Natural Resources, Energy & Water)"
HCR2013,127,2023_2024_First_Regular,House,2023-01-23,Assigned to House Committee~RULES (Rules)
HCR2014,127,2023_2024_First_Regular,House,1/12/2023,HCR2014 Introduced
HCR2014,127,2023_2024_First_Regular,House,2023-01-26,First Reading Complete
HCR2014,127,2023_2024_First_Regular,House,2023-01-30,Second Reading Complete
HCR2014,127,2023_2024_First_Regular,House,2023-01-26,Assigned to House Committee~JUD (Judiciary)
HCR2014,127,2023_2024_First_Regular,House,2023-01-26,Assigned to House Committee~RULES (Rules)
HCR2015,127,2023_2024_First_Regular,House,1/12/2023,HCR2015 Introduced
HCR2015,127,2023_2024_First_Regular,House,2023-01-19,First Reading Complete
HCR2015,127,2023_2024_First_Regular,House,2023-01-23,Second Reading Complete
HCR2015,127,2023_2024_First_Regular,House,2023-01-19,Assigned to House Committee~ED (Education)
HCR2015,127,2023_2024_First_Regular,House,2023-01-19,Assigned to House Committee~APPROP (Appropriations)
HCR2015,127,2023_2024_First_Regular,House,2023-01-19,Assigned to House Committee~RULES (Rules)
HCR2016,127,2023_2024_First_Regular,House,1/12/2023,HCR2016 Introduced
HCR2016,127,2023_2024_First_Regular,House,2023-01-19,First Reading Complete
HCR2016,127,2023_2024_First_Regular,House,2023-01-23,Second Reading Complete
HCR2016,127,2023_2024_First_Regular,House,2023-01-19,Assigned to House Committee~GOV (Government)
HCR2016,127,2023_2024_First_Regular,House,2023-02-15,Reported DP from House Committee~GOV (Government)
HCR2016,127,2023_2024_First_Regular,House,2023-01-19,Assigned to House Committee~RULES (Rules)
HCR2016,127,2023_2024_First_Regular,House,2023-02-27,Reported C&P from House Committee~RULES (Rules)
HCR2016,127,2023_2024_First_Regular,House,2023-03-01,Committee of the Whole ~ DP (Do pass)
HCR2016,127,2023_2024_First_Regular,House,2023-04-11,Failed Third Reading
HCR2017,127,2023_2024_First_Regular,House,1/30/2023,HCR2017 Introduced
HCR2017,127,2023_2024_First_Regular,House,2023-01-23,First Reading Complete
HCR2017,127,2023_2024_First_Regular,House,2023-01-24,Second Reading Complete
HCR2017,127,2023_2024_First_Regular,House,2023-01-23,Assigned to House Committee~WM (Ways & Means)
HCR2017,127,2023_2024_First_Regular,House,2023-01-23,Assigned to House Committee~RULES (Rules)
HCR2018,127,2023_2024_First_Regular,House,1/12/2023,HCR2018 Introduced
HCR2018,127,2023_2024_First_Regular,House,2023-01-30,First Reading Complete
HCR2018,127,2023_2024_First_Regular,House,2023-01-31,Second Reading Complete
HCR2018,127,2023_2024_First_Regular,House,2023-01-30,Assigned to House Committee~GOV (Government)
HCR2018,127,2023_2024_First_Regular,House,2023-01-30,Assigned to House Committee~RULES (Rules)
HCR2019,127,2023_2024_First_Regular,House,1/12/2023,HCR2019 Introduced
HCR2019,127,2023_2024_First_Regular,House,2023-01-23,First Reading Complete
HCR2019,127,2023_2024_First_Regular,House,2023-01-24,Second Reading Complete
HCR2019,127,2023_2024_First_Regular,House,2023-01-23,Assigned to House Committee~JUD (Judiciary)
HCR2019,127,2023_2024_First_Regular,House,2023-01-23,Assigned to House Committee~RULES (Rules)
HCR2020,127,2023_2024_First_Regular,House,1/12/2023,HCR2020 Introduced
HCR2020,127,2023_2024_First_Regular,House,2023-02-09,First Reading Complete
HCR2020,127,2023_2024_First_Regular,House,2023-02-13,Second Reading Complete
HCR2020,127,2023_2024_First_Regular,House,2023-02-09,Assigned to House Committee~MOE (Municipal Oversight & Elections)
HCR2020,127,2023_2024_First_Regular,House,2023-02-15,Reported HELD from House Committee~MOE (Municipal Oversight & Elections)
HCR2020,127,2023_2024_First_Regular,House,2023-02-09,Assigned to House Committee~RULES (Rules)
HCR2021,127,2023_2024_First_Regular,House,1/12/2023,HCR2021 Introduced
HCR2021,127,2023_2024_First_Regular,House,2023-01-26,First Reading Complete
HCR2021,127,2023_2024_First_Regular,House,2023-01-30,Second Reading Complete
HCR2021,127,2023_2024_First_Regular,House,2023-01-26,Assigned to House Committee~JUD (Judiciary)
HCR2021,127,2023_2024_First_Regular,House,2023-01-26,Assigned to House Committee~RULES (Rules)
HCR2022,127,2023_2024_First_Regular,House,1/12/2023,HCR2022 Introduced
HCR2022,127,2023_2024_First_Regular,House,2023-01-26,First Reading Complete
HCR2022,127,2023_2024_First_Regular,House,2023-01-30,Second Reading Complete
HCR2022,127,2023_2024_First_Regular,House,2023-01-26,Assigned to House Committee~ED (Education)
HCR2022,127,2023_2024_First_Regular,House,2023-01-26,Assigned to House Committee~RULES (Rules)
HCR2023,127,2023_2024_First_Regular,House,1/12/2023,HCR2023 Introduced
HCR2023,127,2023_2024_First_Regular,House,2023-01-26,First Reading Complete
HCR2023,127,2023_2024_First_Regular,House,2023-01-30,Second Reading Complete
HCR2023,127,2023_2024_First_Regular,House,2023-01-26,Assigned to House Committee~JUD (Judiciary)
HCR2023,127,2023_2024_First_Regular,House,2023-01-26,Assigned to House Committee~RULES (Rules)
HCR2024,127,2023_2024_First_Regular,House,1/12/2023,HCR2024 Introduced
HCR2024,127,2023_2024_First_Regular,House,2023-01-19,First Reading Complete
HCR2024,127,2023_2024_First_Regular,House,2023-01-23,Second Reading Complete
HCR2024,127,2023_2024_First_Regular,House,2023-01-19,"Assigned to House Committee~NREW (Natural Resources, Energy & Water)"
HCR2024,127,2023_2024_First_Regular,House,2023-01-19,Assigned to House Committee~RULES (Rules)
HCR2025,127,2023_2024_First_Regular,House,1/12/2023,HCR2025 Introduced
HCR2025,127,2023_2024_First_Regular,House,2023-01-23,First Reading Complete
HCR2025,127,2023_2024_First_Regular,House,2023-01-24,Second Reading Complete
HCR2025,127,2023_2024_First_Regular,House,2023-01-23,Assigned to House Committee~MAPS (Military Affairs & Public Safety)
