Date,State,Bill No,Title,Action
"Feb. 20, 2024",WI,AB 900,Amends Funding for State Voucher Programs,"Bill Passed
                           - House
                      

                      
                          (64 - 35)"
"Feb. 20, 2024",WI,SB 608,Establishes a Pathway for Paraprofessionals to Obtain a Lifetime Teaching License,"Bill Passed
                           - Senate
                      

                      
                          (21 - 11)"
"Feb. 20, 2024",WI,SB 335,Reduces License Requirements for State School Administrators,"Bill Passed
                           - Senate
                      

                      
                          (21 - 11)"
"Feb. 20, 2024",WI,AJR 112,Prohibits the Governor from Using Partial Veto to Create or Increase any Tax or Fee,"Joint Resolution Passed
                           - House
                      

                      
                          (64 - 34)"
"Feb. 20, 2024",WI,SB 613,Limits Non-Economic Damage Awarded in Lawsuits Involving Commercial Vehicle Accidents to $1 Million,"Bill Passed
                           - Senate
                      

                      
                          (21 - 11)"
"Feb. 15, 2024",WI,AJR 109,"Prohibits Governments from Giving Preferential Treatment to Staff on the Basis of Race, Sex, or National Origin","Joint Resolution Passed
                           - House
                      

                      
                          (62 - 35)"
"Feb. 13, 2024",WI,AB 572,Establishes a Process for Notifying Families Whose Relatives Living in Retirement Communities Intend to Vote,"Bill Passed
                           - Senate
                      

                      
                          (22 - 10)"
"Feb. 13, 2024",WI,SB 488,Establishes the 2024 State Legislative District Map,"Bill Passed
                           - House
                      

                      
                          (63 - 33)"
"Feb. 13, 2024",WI,AB 480,Expands the State Home Purchase Assistance Program,"Bill Passed
                           - Senate
                      

                      
                          (22 - 10)"
"Feb. 13, 2024",WI,AB 510,"Establishes Parental Bill of Rights in Their Child's Religion, Medical care, Records and Education","Bill Passed
                           - Senate
                      

                      
                          (22 - 10)"
"Feb. 13, 2024",WI,SB 874,Authorizes Counting Convictions and Findings for the PUrpose of the Sex Offender Registry,"Bill Passed
                           - Senate
                      

                      
                          (24 - 8)"
"Feb. 13, 2024",WI,SB 367,Requires Automatic Enrollment to State Universities for All Top High School Students in the State,"Bill Passed
                           - Senate
                      

                      
                          (23 - 9)"
"Feb. 13, 2024",WI,SB 488,Establishes the 2024 State Legislative District Map,"Bill Passed
                           - Senate
                      

                      
                          (18 - 14)"
"Jan. 25, 2024",WI,SB 145,Increases Professional Autonomy for Nurses with Advanced Credentials,"Concurrence Vote Passed
                           - House
                      

                      
                          (64 - 35)"
"Jan. 25, 2024",WI,AB 480,Expands the State Home Purchase Assistance Program,"Bill Passed
                           - House
                      

                      
                          (64 - 35)"
"Jan. 25, 2024",WI,AB 975,Prohibits Abortion after 14 Weeks,"Bill Passed
                           - House
                      

                      
                          (53 - 46)"
"Jan. 24, 2024",WI,AB 415,Establishes a 5-Member Advisory Commission to Examine State Legislative District Maps,"Concurrence Vote Passed
                           - House
                      

                      
                          (63 - 35)"
"Jan. 23, 2024",WI,AB 415,Establishes a 5-Member Advisory Commission to Examine State Legislative District Maps,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (17 - 14)"
"Jan. 18, 2024",WI,SB 466,Prohibits Credit Card Companies from Requiring a Merchant Category Code that Identifies Firearms Retailers,"Bill Passed
                           - House
                      

                      
                          (62 - 35)"
"Jan. 18, 2024",WI,AB 332,Expands Reciprocal Credentialing in Wisconsin to Apply to Most Professions,"Bill Passed
                           - House
                      

                      
                          (62 - 35)"
"Jan. 18, 2024",WI,AB 510,"Establishes Parental Bill of Rights in Their Child's Religion, Medical care, Records and Education","Bill Passed
                           - House
                      

                      
                          (62 - 35)"
"Jan. 16, 2024",WI,SB 792,Establishes a Network of Electric Vehicle Charging Stations Across the State of Wisconsin,"Bill Passed
                           - Senate
                      

                      
                          (30 - 2)"
"Jan. 16, 2024",WI,SB 791,Establishes Exemptions from Public Utility Regulations for Electric Vehicle Charging Stations,"Bill Passed
                           - Senate
                      

                      
                          (30 - 2)"
"Jan. 16, 2024",WI,SB 466,Prohibits Credit Card Companies from Requiring a Merchant Category Code that Identifies Firearms Retailers,"Bill Passed
                           - Senate
                      

                      
                          (22 - 10)"
"Jan. 16, 2024",WI,SB 789,"Authorizes Law Enforcement and Corrections Agencies to Charge a Requester a Fee for the Actual, Necessary, and Dir ...","Bill Passed
                           - Senate
                      

                      
                          (22 - 10)"
