bill_number,session,action_date,chamber,action,voteid,order
SF0006,2024-RS,2024-02-12,Senate,S Introduced and Referred to S10 - Labor 31-0-0-0-0,142,3
SF0006,2024-RS,2024-01-24,Senate,S Received for Introduction,,2
SF0006,2024-RS,2023-11-30,LSO,Bill Number Assigned,,1
SF0007,2024-RS,2024-03-06,LSO,Assigned Chapter Number 36,,22
SF0007,2024-RS,2024-03-06,Governor,Governor Signed SEA No. 0027,,21
SF0007,2024-RS,2024-03-04,House,H Speaker Signed SEA No. 0027,,20
SF0007,2024-RS,2024-03-04,Senate,S President Signed SEA No. 0027,,19
SF0007,2024-RS,2024-03-04,LSO,Assigned Number SEA No. 0027,,18
SF0007,2024-RS,2024-03-04,Senate,S Concur:Passed 22-3-6-0-0,557,17
SF0007,2024-RS,2024-03-04,Senate,S Received for Concurrence,,16
SF0007,2024-RS,2024-03-04,House,H 3rd Reading:Passed 38-22-2-0-0,5403,15
SF0007,2024-RS,2024-03-01,House,H 2nd Reading:Passed,,14
SF0007,2024-RS,2024-02-29,House,H COW:Passed,,13
SF0007,2024-RS,2024-02-28,House,H Placed on General File,,12
SF0007,2024-RS,2024-02-28,House,H10 - Labor:Recommend Amend and Do Pass 6-3-0-0-0,-359,11
SF0007,2024-RS,2024-02-26,House,H Introduced and Referred to H10 - Labor,,10
SF0007,2024-RS,2024-02-20,House,H Received for Introduction,,9
SF0007,2024-RS,2024-02-20,Senate,S 3rd Reading:Passed 26-4-1-0-0,351,8
SF0007,2024-RS,2024-02-19,Senate,S 2nd Reading:Passed,,7
SF0007,2024-RS,2024-02-16,Senate,S COW:Passed,,6
SF0007,2024-RS,2024-02-16,Senate,S Placed on General File,,5
SF0007,2024-RS,2024-02-16,Senate,S10 - Labor:Recommend Do Pass 5-0-0-0-0,-75,4
SF0007,2024-RS,2024-02-12,Senate,S Introduced and Referred to S10 - Labor 30-1-0-0-0,143,3
SF0007,2024-RS,2024-01-24,Senate,S Received for Introduction,,2
SF0007,2024-RS,2023-11-30,LSO,Bill Number Assigned,,1
SF0008,2024-RS,2024-03-08,LSO,Assigned Chapter Number 62,,20
SF0008,2024-RS,2024-03-08,Governor,Governor Signed SEA No. 0033,,19
SF0008,2024-RS,2024-03-06,House,H Speaker Signed SEA No. 0033,,18
SF0008,2024-RS,2024-03-05,Senate,S President Signed SEA No. 0033,,17
SF0008,2024-RS,2024-03-05,LSO,Assigned Number SEA No. 0033,,16
SF0008,2024-RS,2024-03-05,House,H 3rd Reading:Passed 54-7-1-0-0,5419,15
SF0008,2024-RS,2024-03-04,House,H 2nd Reading:Passed,,14
SF0008,2024-RS,2024-03-01,House,H COW:Passed,,13
SF0008,2024-RS,2024-03-01,House,H Placed on General File,,12
SF0008,2024-RS,2024-03-01,House,H10 - Labor:Recommend Do Pass 9-0-0-0-0,-409,11
SF0008,2024-RS,2024-02-26,House,H Introduced and Referred to H10 - Labor,,10
SF0008,2024-RS,2024-02-16,House,H Received for Introduction,,9
SF0008,2024-RS,2024-02-16,Senate,S 3rd Reading:Passed 25-6-0-0-0,256,8
SF0008,2024-RS,2024-02-15,Senate,S 2nd Reading:Passed,,7
SF0008,2024-RS,2024-02-14,Senate,S COW:Passed,,6
SF0008,2024-RS,2024-02-14,Senate,S Placed on General File,,5
SF0008,2024-RS,2024-02-14,Senate,S10 - Labor:Recommend Do Pass 5-0-0-0-0,-41,4
SF0008,2024-RS,2024-02-12,Senate,S Introduced and Referred to S10 - Labor 25-6-0-0-0,144,3
SF0008,2024-RS,2024-01-24,Senate,S Received for Introduction,,2
SF0008,2024-RS,2023-11-30,LSO,Bill Number Assigned,,1
SF0009,2024-RS,2024-03-05,LSO,Assigned Chapter Number 34,,22
SF0009,2024-RS,2024-03-05,Governor,Governor Signed SEA No. 0008,,21
SF0009,2024-RS,2024-03-01,House,H Speaker Signed SEA No. 0008,,20
SF0009,2024-RS,2024-03-01,Senate,S President Signed SEA No. 0008,,19
SF0009,2024-RS,2024-02-29,LSO,Assigned Number SEA No. 0008,,18
SF0009,2024-RS,2024-02-29,Senate,S Concur:Passed 26-1-4-0-0,539,17
SF0009,2024-RS,2024-02-29,Senate,S Received for Concurrence,,16
SF0009,2024-RS,2024-02-29,House,H 3rd Reading:Passed 55-7-0-0-0,5372,15
SF0009,2024-RS,2024-02-28,House,H 2nd Reading:Passed,,14
SF0009,2024-RS,2024-02-27,House,H COW:Passed,,13
SF0009,2024-RS,2024-02-26,House,H Placed on General File,,12
SF0009,2024-RS,2024-02-26,House,H04 - Education:Recommend Amend and Do Pass 6-3-0-0-0,-326,11
SF0009,2024-RS,2024-02-23,House,H Introduced and Referred to H04 - Education,,10
SF0009,2024-RS,2024-02-19,House,H Received for Introduction,,9
SF0009,2024-RS,2024-02-19,Senate,S 3rd Reading:Passed 28-2-1-0-0,287,8
SF0009,2024-RS,2024-02-16,Senate,S 2nd Reading:Passed,,7
SF0009,2024-RS,2024-02-15,Senate,S COW:Passed,,6
SF0009,2024-RS,2024-02-14,Senate,S Placed on General File,,5
SF0009,2024-RS,2024-02-14,Senate,S04 - Education:Recommend Amend and Do Pass 4-1-0-0-0,-42,4
SF0009,2024-RS,2024-02-12,Senate,S Introduced and Referred to S04 - Education 29-2-0-0-0,137,3
SF0009,2024-RS,2024-01-24,Senate,S Received for Introduction,,2
SF0009,2024-RS,2023-12-04,LSO,Bill Number Assigned,,1
SF0010,2024-RS,2024-02-16,Senate,S Did not Consider for Introduction,,3
SF0010,2024-RS,2024-01-24,Senate,S Received for Introduction,,2
SF0010,2024-RS,2023-12-04,LSO,Bill Number Assigned,,1
SF0011,2024-RS,2024-02-16,Senate,S Did not Consider for Introduction,,3
SF0011,2024-RS,2024-01-24,Senate,S Received for Introduction,,2
SF0011,2024-RS,2023-12-04,LSO,Bill Number Assigned,,1
SF0012,2024-RS,2024-03-07,LSO,Assigned Chapter Number 55,,20
SF0012,2024-RS,2024-03-07,Governor,Governor Signed SEA No. 0018,,19
SF0012,2024-RS,2024-03-04,House,H Speaker Signed SEA No. 0018,,18
SF0012,2024-RS,2024-03-04,Senate,S President Signed SEA No. 0018,,17
SF0012,2024-RS,2024-03-01,LSO,Assigned Number SEA No. 0018,,16
SF0012,2024-RS,2024-03-01,House,H 3rd Reading:Passed 57-1-4-0-0,5379,15
SF0012,2024-RS,2024-02-29,House,H 2nd Reading:Passed,,14
SF0012,2024-RS,2024-02-28,House,H COW:Passed,,13
SF0012,2024-RS,2024-02-27,House,H Placed on General File,,12
SF0012,2024-RS,2024-02-27,House,H05 - Agriculture:Recommend Do Pass 9-0-0-0-0,-343,11
SF0012,2024-RS,2024-02-21,House,H Introduced and Referred to H05 - Agriculture,,10
SF0012,2024-RS,2024-02-15,House,H Received for Introduction,,9
SF0012,2024-RS,2024-02-15,Senate,S 3rd Reading:Passed 17-14-0-0-0,238,8
SF0012,2024-RS,2024-02-14,Senate,S 2nd Reading:Passed,,7
SF0012,2024-RS,2024-02-13,Senate,S COW:Passed,,6
SF0012,2024-RS,2024-02-13,Senate,S Placed on General File,,5
SF0012,2024-RS,2024-02-13,Senate,S05 - Agriculture:Recommend Do Pass 6-0-0-0-0,-3,4
SF0012,2024-RS,2024-02-12,Senate,S Introduced and Referred to S05 - Agriculture 28-3-0-0-0,104,3
SF0012,2024-RS,2024-01-24,Senate,S Received for Introduction,,2
SF0012,2024-RS,2023-12-04,LSO,Bill Number Assigned,,1
SF0013,2024-RS,2024-03-15,Governor,Governor Vetoed SEA No. 0067,,29
SF0013,2024-RS,2024-03-08,House,H Speaker Signed SEA No. 0067,,28
SF0013,2024-RS,2024-03-08,Senate,S President Signed SEA No. 0067,,27
SF0013,2024-RS,2024-03-08,LSO,Assigned Number SEA No. 0067,,26
SF0013,2024-RS,2024-03-08,Senate,S Recedes from non-concurrance: 24-5-0-0-2,647,25
SF0013,2024-RS,2024-03-08,House,H Appointed JCC01 Members,,24
SF0013,2024-RS,2024-03-08,Senate,S Appointed JCC01 Members,,23
SF0013,2024-RS,2024-03-07,Senate,S Concur:Failed 1-28-0-0-2,624,22
SF0013,2024-RS,2024-03-07,Senate,S Received for Concurrence,,21
SF0013,2024-RS,2024-03-07,House,H 3rd Reading:Passed 47-15-0-0-0,5473,20
SF0013,2024-RS,2024-03-06,House,H 2nd Reading:Passed,,19
SF0013,2024-RS,2024-03-05,House,H COW:Passed,,18
SF0013,2024-RS,2024-03-05,House,H Placed on General File,,17
SF0013,2024-RS,2024-03-05,House,H02 - Appropriations:Recommend Amend and Do Pass 4-3-0-0-0,-464,16
SF0013,2024-RS,2024-03-01,House,H COW:Rerefer to H02 - Appropriations,,15
SF0013,2024-RS,2024-02-29,House,H Placed on General File,,14
SF0013,2024-RS,2024-02-29,House,H05 - Agriculture:Recommend Amend and Do Pass 9-0-0-0-0,-375,13
SF0013,2024-RS,2024-02-26,House,H Introduced and Referred to H05 - Agriculture,,12
SF0013,2024-RS,2024-02-23,House,H Received for Introduction,,11
SF0013,2024-RS,2024-02-22,Senate,S 3rd Reading:Passed 20-9-0-0-2,426,10
SF0013,2024-RS,2024-02-21,Senate,S 2nd Reading:Passed,,9
SF0013,2024-RS,2024-02-20,Senate,S COW:Passed,,8
SF0013,2024-RS,2024-02-15,Senate,S Placed on General File,,7
SF0013,2024-RS,2024-02-15,Senate,S02 - Appropriations:Do Pass Failed 2-2-0-0-1,-63,6
SF0013,2024-RS,2024-02-13,Senate,S05 - Agriculture:Rerefer to S02 - Appropriations,,5
SF0013,2024-RS,2024-02-13,Senate,S05 - Agriculture:Recommend Do Pass 6-0-0-0-0,-2,4
SF0013,2024-RS,2024-02-12,Senate,S Introduced and Referred to S05 - Agriculture 25-6-0-0-0,105,3
SF0013,2024-RS,2024-01-24,Senate,S Received for Introduction,,2
SF0013,2024-RS,2023-12-04,LSO,Bill Number Assigned,,1
SF0014,2024-RS,2024-03-15,LSO,Assigned Chapter Number 77,,22
SF0014,2024-RS,2024-03-15,Governor,Governor Signed SEA No. 0034,,21
SF0014,2024-RS,2024-03-06,House,H Speaker Signed SEA No. 0034,,20
SF0014,2024-RS,2024-03-06,Senate,S President Signed SEA No. 0034,,19
SF0014,2024-RS,2024-03-06,LSO,Assigned Number SEA No. 0034,,18
SF0014,2024-RS,2024-03-06,Senate,S Concur:Passed 30-1-0-0-0,590,17
SF0014,2024-RS,2024-03-04,Senate,S Received for Concurrence,,16
SF0014,2024-RS,2024-03-04,House,H 3rd Reading:Passed 60-0-2-0-0,5395,15
SF0014,2024-RS,2024-03-01,House,H 2nd Reading:Passed,,14
SF0014,2024-RS,2024-02-29,House,H COW:Passed,,13
SF0014,2024-RS,2024-02-29,House,H Placed on General File,,12
SF0014,2024-RS,2024-02-29,House,H05 - Agriculture:Recommend Amend and Do Pass 9-0-0-0-0,-379,11
SF0014,2024-RS,2024-02-22,House,H Introduced and Referred to H05 - Agriculture,,10
SF0014,2024-RS,2024-02-15,House,H Received for Introduction,,9
SF0014,2024-RS,2024-02-15,Senate,S 3rd Reading:Passed 18-13-0-0-0,239,8
SF0014,2024-RS,2024-02-14,Senate,S 2nd Reading:Passed,,7
SF0014,2024-RS,2024-02-13,Senate,S COW:Passed,,6
SF0014,2024-RS,2024-02-13,Senate,S Placed on General File,,5
SF0014,2024-RS,2024-02-13,Senate,S05 - Agriculture:Recommend Amend and Do Pass 6-0-0-0-0,-4,4
SF0014,2024-RS,2024-02-12,Senate,S Introduced and Referred to S05 - Agriculture 29-2-0-0-0,106,3
SF0014,2024-RS,2024-01-24,Senate,S Received for Introduction,,2
SF0014,2024-RS,2023-12-04,LSO,Bill Number Assigned,,1
SF0015,2024-RS,2024-03-01,LSO,Assigned Chapter Number 2,,20
SF0015,2024-RS,2024-03-01,Governor,Governor Signed SEA No. 0002,,19
SF0015,2024-RS,2024-02-28,House,H Speaker Signed SEA No. 0002,,18
SF0015,2024-RS,2024-02-28,Senate,S President Signed SEA No. 0002,,17
SF0015,2024-RS,2024-02-28,LSO,Assigned Number SEA No. 0002,,16
SF0015,2024-RS,2024-02-28,House,H 3rd Reading:Passed 62-0-0-0-0,5360,15
SF0015,2024-RS,2024-02-27,House,H 2nd Reading:Passed,,14
SF0015,2024-RS,2024-02-26,House,H COW:Passed,,13
SF0015,2024-RS,2024-02-22,House,H Placed on General File,,12
SF0015,2024-RS,2024-02-22,House,H08 - Transportation:Recommend Do Pass 8-1-0-0-0,-271,11
SF0015,2024-RS,2024-02-21,House,H Introduced and Referred to H08 - Transportation,,10
SF0015,2024-RS,2024-02-16,House,H Received for Introduction,,9
SF0015,2024-RS,2024-02-16,Senate,S 3rd Reading:Passed 31-0-0-0-0,257,8
SF0015,2024-RS,2024-02-15,Senate,S 2nd Reading:Passed,,7
SF0015,2024-RS,2024-02-14,Senate,S COW:Passed,,6
SF0015,2024-RS,2024-02-14,Senate,S Placed on General File,,5
SF0015,2024-RS,2024-02-14,Senate,S08 - Transportation:Recommend Do Pass 5-0-0-0-0,-43,4
SF0015,2024-RS,2024-02-12,Senate,S Introduced and Referred to S08 - Transportation 31-0-0-0-0,154,3
SF0015,2024-RS,2024-01-24,Senate,S Received for Introduction,,2
SF0015,2024-RS,2023-12-07,LSO,Bill Number Assigned,,1
SF0016,2024-RS,2024-02-23,Senate,S:Died in Committee Returned Bill Pursuant to SR 5-4,,5
SF0016,2024-RS,2024-02-23,Senate,S No report prior to CoW Cutoff,,4
SF0016,2024-RS,2024-02-12,Senate,S Introduced and Referred to S08 - Transportation 30-1-0-0-0,155,3
SF0016,2024-RS,2024-01-24,Senate,S Received for Introduction,,2
SF0016,2024-RS,2023-12-07,LSO,Bill Number Assigned,,1
SF0017,2024-RS,2024-03-01,LSO,Assigned Chapter Number 3,,20
SF0017,2024-RS,2024-03-01,Governor,Governor Signed SEA No. 0001,,19
SF0017,2024-RS,2024-02-28,House,H Speaker Signed SEA No. 0001,,18
SF0017,2024-RS,2024-02-28,Senate,S President Signed SEA No. 0001,,17
SF0017,2024-RS,2024-02-28,LSO,Assigned Number SEA No. 0001,,16
SF0017,2024-RS,2024-02-28,House,H 3rd Reading:Passed 62-0-0-0-0,5361,15
SF0017,2024-RS,2024-02-27,House,H 2nd Reading:Passed,,14
SF0017,2024-RS,2024-02-26,House,H COW:Passed,,13
SF0017,2024-RS,2024-02-22,House,H Placed on General File,,12
SF0017,2024-RS,2024-02-22,House,H08 - Transportation:Recommend Do Pass 8-1-0-0-0,-272,11
SF0017,2024-RS,2024-02-21,House,H Introduced and Referred to H08 - Transportation,,10
SF0017,2024-RS,2024-02-16,House,H Received for Introduction,,9
SF0017,2024-RS,2024-02-16,Senate,S 3rd Reading:Passed 31-0-0-0-0,258,8
SF0017,2024-RS,2024-02-15,Senate,S 2nd Reading:Passed,,7
SF0017,2024-RS,2024-02-14,Senate,S COW:Passed,,6
SF0017,2024-RS,2024-02-14,Senate,S Placed on General File,,5
SF0017,2024-RS,2024-02-14,Senate,S08 - Transportation:Recommend Do Pass 5-0-0-0-0,-44,4
SF0017,2024-RS,2024-02-12,Senate,S Introduced and Referred to S08 - Transportation 30-1-0-0-0,156,3
SF0017,2024-RS,2024-01-24,Senate,S Received for Introduction,,2
SF0017,2024-RS,2023-12-07,LSO,Bill Number Assigned,,1
SF0018,2024-RS,2024-03-07,LSO,Assigned Chapter Number 57,,22
SF0018,2024-RS,2024-03-07,Governor,Governor Signed SEA No. 0026,,21
SF0018,2024-RS,2024-03-04,House,H Speaker Signed SEA No. 0026,,20
SF0018,2024-RS,2024-03-04,Senate,S President Signed SEA No. 0026,,19
SF0018,2024-RS,2024-03-04,LSO,Assigned Number SEA No. 0026,,18
SF0018,2024-RS,2024-03-04,Senate,S Concur:Passed 25-0-6-0-0,556,17
SF0018,2024-RS,2024-03-04,Senate,S Received for Concurrence,,16
SF0018,2024-RS,2024-03-01,House,H 3rd Reading:Passed 56-2-4-0-0,5380,15
SF0018,2024-RS,2024-02-29,House,H 2nd Reading:Passed,,14
SF0018,2024-RS,2024-02-28,House,H COW:Passed,,13
SF0018,2024-RS,2024-02-27,House,H Placed on General File,,12
SF0018,2024-RS,2024-02-27,House,H03 - Revenue:Recommend Do Pass 9-0-0-0-0,-341,11
SF0018,2024-RS,2024-02-26,House,H Introduced and Referred to H03 - Revenue,,10
SF0018,2024-RS,2024-02-23,House,H Received for Introduction,,9
SF0018,2024-RS,2024-02-22,Senate,S 3rd Reading:Passed 31-0-0-0-0,427,8
SF0018,2024-RS,2024-02-21,Senate,S 2nd Reading:Passed,,7
SF0018,2024-RS,2024-02-20,Senate,S COW:Passed,,6
SF0018,2024-RS,2024-02-15,Senate,S Placed on General File,,5
SF0018,2024-RS,2024-02-15,Senate,S06 - Travel:Recommend Do Pass 4-0-1-0-0,-57,4
SF0018,2024-RS,2024-02-13,Senate,S Introduced and Referred to S06 - Travel 31-0-0-0-0,165,3
SF0018,2024-RS,2024-01-24,Senate,S Received for Introduction,,2
SF0018,2024-RS,2023-12-14,LSO,Bill Number Assigned,,1
SF0019,2024-RS,2024-03-20,LSO,Assigned Chapter Number 95,,26
SF0019,2024-RS,2024-03-20,Governor,Governor Signed SEA No. 0056,,25
SF0019,2024-RS,2024-03-08,House,H Speaker Signed SEA No. 0056,,24
SF0019,2024-RS,2024-03-08,Senate,S President Signed SEA No. 0056,,23
SF0019,2024-RS,2024-03-07,LSO,Assigned Number SEA No. 0056,,22
SF0019,2024-RS,2024-03-07,Senate,S Concur:Passed 30-0-1-0-0,615,21
SF0019,2024-RS,2024-03-07,Senate,S Received for Concurrence,,20
SF0019,2024-RS,2024-03-06,House,H 3rd Reading:Passed 50-12-0-0-0,5435,19
SF0019,2024-RS,2024-03-05,House,H 2nd Reading:Passed,,18
SF0019,2024-RS,2024-03-04,House,H COW:Passed,,17
SF0019,2024-RS,2024-03-04,House,H Placed on General File,,16
SF0019,2024-RS,2024-03-04,House,H02 - Appropriations:Recommend Do Pass 6-1-0-0-0,-454,15
SF0019,2024-RS,2024-03-04,House,:Rerefer to H02 - Appropriations,,14
SF0019,2024-RS,2024-03-04,House,H04 - Education:Recommend Amend and Do Pass 9-0-0-0-0,-421,13
SF0019,2024-RS,2024-02-28,House,H Introduced and Referred to H04 - Education,,12
SF0019,2024-RS,2024-02-28,House,H Received for Introduction,,11
SF0019,2024-RS,2024-02-27,Senate,S 3rd Reading:Passed 28-3-0-0-0,454,10
SF0019,2024-RS,2024-02-26,Senate,S 2nd Reading:Passed,,9
SF0019,2024-RS,2024-02-23,Senate,S COW:Passed,,8
SF0019,2024-RS,2024-02-20,Senate,S Placed on General File,,7
SF0019,2024-RS,2024-02-20,Senate,S02 - Appropriations:Recommend Amend and Do Pass 5-0-0-0-0,-193,6
SF0019,2024-RS,2024-02-19,Senate,:Rerefer to S02 - Appropriations,,5
SF0019,2024-RS,2024-02-19,Senate,S04 - Education:Recommend Amend and Do Pass 5-0-0-0-0,-71,4
SF0019,2024-RS,2024-02-12,Senate,S Introduced and Referred to S04 - Education 29-2-0-0-0,138,3
SF0019,2024-RS,2024-01-24,Senate,S Received for Introduction,,2
SF0019,2024-RS,2023-12-14,LSO,Bill Number Assigned,,1
SF0020,2024-RS,2024-03-08,LSO,Assigned Chapter Number 70,,24
SF0020,2024-RS,2024-03-08,Governor,Governor Signed SEA No. 0029,,23
SF0020,2024-RS,2024-03-05,House,H Speaker Signed SEA No. 0029,,22
SF0020,2024-RS,2024-03-05,Senate,S President Signed SEA No. 0029,,21
SF0020,2024-RS,2024-03-04,LSO,Assigned Number SEA No. 0029,,20
SF0020,2024-RS,2024-02-28,House,H Appointed JCC01 Members,,19
SF0020,2024-RS,2024-02-28,Senate,S Appointed JCC01 Members,,18
SF0020,2024-RS,2024-02-28,Senate,S Concur:Failed 1-30-0-0-0,521,17
SF0020,2024-RS,2024-02-28,Senate,S Received for Concurrence,,16
SF0020,2024-RS,2024-02-28,House,H 3rd Reading:Passed 62-0-0-0-0,5362,15
SF0020,2024-RS,2024-02-27,House,H 2nd Reading:Passed,,14
SF0020,2024-RS,2024-02-26,House,H COW:Passed,,13
SF0020,2024-RS,2024-02-23,House,H Placed on General File,,12
SF0020,2024-RS,2024-02-23,House,H07 - Corporations:Recommend Amend and Do Pass 8-0-1-0-0,-299,11
SF0020,2024-RS,2024-02-22,House,H Introduced and Referred to H07 - Corporations,,10
SF0020,2024-RS,2024-02-15,House,H Received for Introduction,,9
SF0020,2024-RS,2024-02-15,Senate,S 3rd Reading:Passed 31-0-0-0-0,240,8
SF0020,2024-RS,2024-02-14,Senate,S 2nd Reading:Passed,,7
SF0020,2024-RS,2024-02-13,Senate,S COW:Passed,,6
SF0020,2024-RS,2024-02-13,Senate,S Placed on General File,,5
SF0020,2024-RS,2024-02-13,Senate,S07 - Corporations:Recommend Do Pass 5-0-0-0-0,-17,4
SF0020,2024-RS,2024-02-12,Senate,S Introduced and Referred to S07 - Corporations 31-0-0-0-0,117,3
SF0020,2024-RS,2024-01-24,Senate,S Received for Introduction,,2
SF0020,2024-RS,2023-12-18,LSO,Bill Number Assigned,,1
SF0021,2024-RS,2024-03-04,LSO,Assigned Chapter Number 16,,20
SF0021,2024-RS,2024-03-04,Governor,Governor Signed SEA No. 0006,,19
SF0021,2024-RS,2024-02-29,House,H Speaker Signed SEA No. 0006,,18
SF0021,2024-RS,2024-02-29,Senate,S President Signed SEA No. 0006,,17
SF0021,2024-RS,2024-02-29,LSO,Assigned Number SEA No. 0006,,16
SF0021,2024-RS,2024-02-29,House,H 3rd Reading:Passed 59-3-0-0-0,5370,15
SF0021,2024-RS,2024-02-28,House,H 2nd Reading:Passed,,14
SF0021,2024-RS,2024-02-27,House,H COW:Passed,,13
SF0021,2024-RS,2024-02-26,House,H Placed on General File,,12
SF0021,2024-RS,2024-02-26,House,H07 - Corporations:Recommend Amend and Do Pass 9-0-0-0-0,-320,11
SF0021,2024-RS,2024-02-23,House,H Introduced and Referred to H07 - Corporations,,10
SF0021,2024-RS,2024-02-16,House,H Received for Introduction,,9
SF0021,2024-RS,2024-02-16,Senate,S 3rd Reading:Passed 31-0-0-0-0,259,8
SF0021,2024-RS,2024-02-15,Senate,S 2nd Reading:Passed,,7
SF0021,2024-RS,2024-02-14,Senate,S COW:Passed,,6
SF0021,2024-RS,2024-02-14,Senate,S Placed on General File,,5
SF0021,2024-RS,2024-02-14,Senate,S07 - Corporations:Recommend Amend and Do Pass 4-1-0-0-0,-18,4
SF0021,2024-RS,2024-02-12,Senate,S Introduced and Referred to S07 - Corporations 31-0-0-0-0,118,3
SF0021,2024-RS,2024-01-24,Senate,S Received for Introduction,,2
SF0021,2024-RS,2023-12-18,LSO,Bill Number Assigned,,1
SF0022,2024-RS,2024-03-07,LSO,Assigned Chapter Number 58,,23
SF0022,2024-RS,2024-03-07,Governor,Governor Signed SEA No. 0025,,22
SF0022,2024-RS,2024-03-04,House,H Speaker Signed SEA No. 0025,,21
SF0022,2024-RS,2024-03-04,Senate,S President Signed SEA No. 0025,,20
SF0022,2024-RS,2024-03-04,LSO,Assigned Number SEA No. 0025,,19
SF0022,2024-RS,2024-03-04,Senate,S Concur:Passed 24-1-6-0-0,561,18
SF0022,2024-RS,2024-03-04,Senate,S Received for Concurrence,,17
SF0022,2024-RS,2024-03-04,House,H 3rd Reading:Passed 60-0-2-0-0,5396,16
SF0022,2024-RS,2024-03-01,House,H 2nd Reading:Passed,,15
SF0022,2024-RS,2024-02-29,House,H COW:Passed,,14
SF0022,2024-RS,2024-02-28,House,H Placed on General File,,13
SF0022,2024-RS,2024-02-28,House,H07 - Corporations:Recommend Do Pass 8-1-0-0-0,-367,12
SF0022,2024-RS,2024-02-26,House,H Introduced and Referred to H07 - Corporations,,11
SF0022,2024-RS,2024-02-23,House,H Received for Introduction,,10
SF0022,2024-RS,2024-02-23,Senate,S 3rd Reading:Passed 31-0-0-0-0,440,9
SF0022,2024-RS,2024-02-22,Senate,S 2nd Reading:Passed,,8
SF0022,2024-RS,2024-02-21,Senate,S 2nd Reading:Laid Back,,7
SF0022,2024-RS,2024-02-20,Senate,S COW:Passed,,6
SF0022,2024-RS,2024-02-16,Senate,S Placed on General File,,5
SF0022,2024-RS,2024-02-16,Senate,S07 - Corporations:Recommend Amend and Do Pass 5-0-0-0-0,-64,4
SF0022,2024-RS,2024-02-12,Senate,S Introduced and Referred to S07 - Corporations 31-0-0-0-0,119,3
SF0022,2024-RS,2024-01-24,Senate,S Received for Introduction,,2
SF0022,2024-RS,2023-12-18,LSO,Bill Number Assigned,,1
SF0023,2024-RS,2024-03-15,LSO,Assigned Chapter Number 76,,26
SF0023,2024-RS,2024-03-15,Governor,Governor Signed SEA No. 0053,,25
SF0023,2024-RS,2024-03-07,House,H Speaker Signed SEA No. 0053,,24
SF0023,2024-RS,2024-03-07,Senate,S President Signed SEA No. 0053,,23
SF0023,2024-RS,2024-03-07,LSO,Assigned Number SEA No. 0053,,22
SF0023,2024-RS,2024-03-07,Senate,S Concur:Passed 29-0-1-0-1,605,21
SF0023,2024-RS,2024-03-07,Senate,S Received for Concurrence,,20
SF0023,2024-RS,2024-03-06,House,H 3rd Reading:Passed 54-8-0-0-0,5436,19
SF0023,2024-RS,2024-03-05,House,H 2nd Reading:Passed,,18
SF0023,2024-RS,2024-03-04,House,H COW:Passed,,17
SF0023,2024-RS,2024-03-04,House,H Placed on General File,,16
SF0023,2024-RS,2024-03-04,House,H02 - Appropriations:Recommend Do Pass 7-0-0-0-0,-451,15
SF0023,2024-RS,2024-03-04,House,:Rerefer to H02 - Appropriations,,14
SF0023,2024-RS,2024-03-04,House,H07 - Corporations:Recommend Amend and Do Pass 9-0-0-0-0,-426,13
SF0023,2024-RS,2024-02-28,House,H Introduced and Referred to H07 - Corporations,,12
SF0023,2024-RS,2024-02-28,House,H Received for Introduction,,11
SF0023,2024-RS,2024-02-27,Senate,S 3rd Reading:Passed 30-0-0-0-1,455,10
SF0023,2024-RS,2024-02-26,Senate,S 2nd Reading:Passed,,9
SF0023,2024-RS,2024-02-23,Senate,S COW:Passed,,8
SF0023,2024-RS,2024-02-20,Senate,S Placed on General File,,7
SF0023,2024-RS,2024-02-20,Senate,S02 - Appropriations:Recommend Do Pass 5-0-0-0-0,-179,6
SF0023,2024-RS,2024-02-16,Senate,:Rerefer to S02 - Appropriations,,5
SF0023,2024-RS,2024-02-16,Senate,S07 - Corporations:Recommend Amend and Do Pass 5-0-0-0-0,-65,4
SF0023,2024-RS,2024-02-12,Senate,S Introduced and Referred to S07 - Corporations 31-0-0-0-0,120,3
SF0023,2024-RS,2024-01-24,Senate,S Received for Introduction,,2
SF0023,2024-RS,2023-12-18,LSO,Bill Number Assigned,,1
SF0024,2024-RS,2024-03-20,LSO,Assigned Chapter Number 97,,26
SF0024,2024-RS,2024-03-20,Governor,Governor Signed SEA No. 0051,,25
SF0024,2024-RS,2024-03-07,House,H Speaker Signed SEA No. 0051,,24
SF0024,2024-RS,2024-03-07,Senate,S President Signed SEA No. 0051,,23
SF0024,2024-RS,2024-03-07,LSO,Assigned Number SEA No. 0051,,22
SF0024,2024-RS,2024-03-07,Senate,S Concur:Passed 29-0-1-0-1,607,21
SF0024,2024-RS,2024-03-07,Senate,S Received for Concurrence,,20
SF0024,2024-RS,2024-03-06,House,H 3rd Reading:Passed 62-0-0-0-0,5437,19
SF0024,2024-RS,2024-03-05,House,H 2nd Reading:Passed,,18
SF0024,2024-RS,2024-03-04,House,H COW:Passed,,17
SF0024,2024-RS,2024-03-04,House,H Placed on General File,,16
SF0024,2024-RS,2024-03-04,House,H02 - Appropriations:Recommend Do Pass 7-0-0-0-0,-452,15
SF0024,2024-RS,2024-03-04,House,S07 - Corporations:Rerefer to H02 - Appropriations,,14
