Date,State,Bill No,Title,Action
"Feb. 22, 2024",KS,SB 352,Establishes the No Patient Left Alone Act,"Bill Passed
                           - Senate
                      

                      
                          (26 - 13)"
"Feb. 22, 2024",KS,SB 190,Requires Extra Information for Wrongful Conviction Compensation,"Bill Passed
                           - Senate
                      

                      
                          (31 - 6)"
"Feb. 22, 2024",KS,SB 162,Establishes New Procedures for the Removal of Nuisances in Unincorporated Areas,"Bill Passed
                           - Senate
                      

                      
                          (34 - 5)"
"Feb. 21, 2024",KS,SB 387,Amends Various State Educational Reforms and Regulations,"Bill Passed
                           - Senate
                      

                      
                          (37 - 3)"
"Feb. 20, 2024",KS,HB 2284,Establishes a State Flat Tax,"Veto Override Failed
                           - House
                      

                      
                          (81 - 42)"
"Feb. 15, 2024",KS,HB 2499,Prohibits Minor Cell Phone Use While Driving,"Bill Passed
                           - House
                      

                      
                          (86 - 30)"
"Jan. 31, 2024",KS,SB 15,Authorizes Increased Tax Credits for the Disabled,"Conference Report Adopted
                           - Senate
                      

                      
                          (34 - 0)"
"Jan. 18, 2024",KS,HB 2284,Establishes a State Flat Tax,"Conference Report Adopted
                           - House
                      

                      
                          (81 - 37)"
"Jan. 17, 2024",KS,HB 2284,Establishes a State Flat Tax,"Conference Report Adopted
                           - Senate
                      

                      
                          (25 - 11)"
"Jan. 8, 2024",KS,SCR 1729,Alleges Condemnation for the October 7th Attacks on the State of Israel,"Resolution Passed
                           - Senate
                      

                      
                          (34 - 6)"
