bill_id,term,session,title,commem
SB0431,2023_2024,2023-2024-RS,Directing the capitol preservation committee to approve plans for a memorial honoring Emil Joseph Kapaun.,1
SB0132,2023_2024,2023-2024-RS,Providing for the buffalo soldier distinctive license plate.,1
SB0342,2023_2024,2023-2024-RS,Providing for the Sedgwick county zoo distinctive license plate.,1
SB0400,2023_2024,2023-2024-RS,Providing for the sporting Kansas City distinctive license plate.,1
HB2296,2023_2024,2023-2024-RS,Providing for the knights of Columbus license plate.,1
HB2346,2023_2024,2023-2024-RS,Providing for the back the blue license plate and the city of Topeka distinctive license plate and allowing distinctive license plates to be personalized license plates.,1
HB2482,2023_2024,2023-2024-RS,Providing for the 1st Infantry Division and the armed services occupation medal distinctive license plates.,1
HB2500,2023_2024,2023-2024-RS,Providing for the delta waterfowl distinctive license plate.,1
HB2558,2023_2024,2023-2024-RS,Providing for the armed services occupation medal distinctive license plate.,1
HB2706,2023_2024,2023-2024-RS,Providing for model year license plate decals to be displayed on antique trucks and motorcycles.,1
SB0157,2023_2024,2023-2024-RS,Designating February 15 of each year as Susan B. Anthony Day in the state of Kansas.,1
SB0059,2023_2024,2023-2024-RS,"Designating ""Martin Luther King, Jr. Day at the Capitol.""",1
HB2331,2023_2024,2023-2024-RS,Designating Lehigh Portland state park.,1
SB0001,2023_2024,2023-2024-RS,Prohibiting internet social media terms of service that permit censorship of speech and making violations subject to civil fines under the Kansas consumer protection act.,0
SB0002,2023_2024,2023-2024-RS,Authorizing certain individuals with revoked driver’s licenses to be eligible for restricted driving privileges.,0
SB0004,2023_2024,2023-2024-RS,Providing for a sales tax exemption for construction or repair of buildings used for human habitation by the Kansas state school for the blind and the Kansas state school for the deaf.,0
SB0005,2023_2024,2023-2024-RS,Prohibiting the prescribing of drugs intended to cause an abortion using telemedicine and restricting the governor's power during a state of emergency to alter such prohibitions.,0
SB0006,2023_2024,2023-2024-RS,Restricting the authority of the secretary of health and environment and local health officers to prevent the introduction and spread of infectious or contagious diseases; repealing the authority of the secretary to quarantine individuals and impose associated penalties.,0
SB0007,2023_2024,2023-2024-RS,Reducing income tax rates for resident individuals domiciled in a rural equity decline county.,0
SB0008,2023_2024,2023-2024-RS,"Reducing penalties for the late filing of and the failure to file personal property renditions and the discovery of escaped personal property, requiring filing only an initial statement with county appraiser for personal property, decreasing the penalties for failing to timely remit withholding income taxes of employees by employers, extending reimbursement from the taxpayer notification costs fund for printing and postage costs for county clerks for calendar year 2024, modifying and prescribing the contents of the revenue neutral rate public hearing notice, providing two prior years' values on the annual valuation notice, allowing for filing of an appraisal by a certified residential real property appraiser for appeal purposes, discontinuing the prohibition of paying taxes under protest after a valuation notice appeal, accounting for adverse influences in the valuation of agricultural land, including properties used for registered agritourism activities as land devoted to agricultural use for purposes of classification, providing a property tax exemption for certain business property operated in competition with property owned or operated by a governmental entity, providing income tax subtraction modifications to permit the carryforward of certain net operating losses for individuals and for the federal work opportunity tax credit and the employee retention credit disallowances, increasing the tax credit amount for adoption expenses and making the credit refundable, increasing the amount of income tax credits available for purchases under the disability employment act from qualified vendors, continuing in existence such credits beyond tax year 2023 and defining qualifying vendors and eligible employees, establishing a tax credit for contributions to eligible charitable organizations operating pregnancy centers or residential maternity facilities, clarifying the determination of taxable income of an electing pass-through entity and providing for the passing through of tax credits to electing pass-through entity owners for purposes of the salt parity act, excluding social security payments from household income and expanding eligibility for seniors and disabled veterans related to increased property tax homestead refund claims, providing a sales tax exemption for sales of property and services used in the provision of communications services and excluding manufacturers' coupons from the sales or selling price.",0
SB0009,2023_2024,2023-2024-RS,Adding tianeptine to schedule I of the uniform controlled substances act.,0
SB0010,2023_2024,2023-2024-RS,"Increasing the daily rate of compensation and eliminating the annualization of compensation in determining KPERS benefits and contributions for legislators first serving on or after January 13, 2025, and providing a compensation and KPERS benefits election for legislators with service prior to January 13, 2025.",0
SB0011,2023_2024,2023-2024-RS,"Reauthorizing the placement of a life-size version of the ""Ad Astra"" sculpture on state capitol grounds, transferring the approval authority to the capitol preservation committee and making appropriations for the department of administration for FY 2023.",0
SB0012,2023_2024,2023-2024-RS,Enacting the Kansas child mutilation prevention act to criminalize performing gender reassignment surgery or prescription of hormone replacement therapy on certain persons and providing grounds for unprofessional conduct for healing arts licensees.,0
SB0013,2023_2024,2023-2024-RS,Permitting certain local broadcasters to provide broadcast services of a school's postseason activities notwithstanding if the state high school activities association enters into an exclusive broadcast agreement for postseason activities.,0
SB0014,2023_2024,2023-2024-RS,Updating the version of risk-based capital instructions in effect.,0
SB0015,2023_2024,2023-2024-RS,"Increasing the maximum amount of yearly income tax credits available for purchases under the disability employment act from qualified vendors, continuing in existence such credits beyond tax year 2023 of eligible purchases available for such credit and further defining qualifying vendors and employees eligible for the credit, establishing a grant program to facilitate transitions by employers to minimum wage employment for persons with disabilities and creating the Kansas sheltered workshop transition fund.",0
SB0016,2023_2024,2023-2024-RS,Discontinuing certain exemptions from the pharmacy benefits manager act.,0
SB0017,2023_2024,2023-2024-RS,"Expanding the use of bond proceeds under the Kansas reinvestment housing incentive district act and the transferability of income, privilege and premium tax credits issued under the Kansas housing investor tax credit act.",0
SB0018,2023_2024,2023-2024-RS,"Enacting the Kansas campus restoration act to address deferred maintenance and demolition of facilities at postsecondary educational institutions, establishing the Kansas campus restoration fund in the state treasury and authorizing certain transfers from the state general fund to such fund.",0
SB0019,2023_2024,2023-2024-RS,Establishing the Kansas national guard educational master's for enhanced readiness and global excellence (EMERGE) program and the EMERGE program repayment fund and requiring school districts to establish requirements for cardiac emergency response plans.,0
SB0020,2023_2024,2023-2024-RS,"Requiring child care facilities, elementary, secondary, postsecondary educational institutions and employers to grant exemptions from vaccine requirements without inquiring into the sincerity of the request and repealing the meningitis vaccine requirement to live in student housing.",0
SB0021,2023_2024,2023-2024-RS,Providing an annual sales tax holiday for sales of certain school supplies.,0
SB0022,2023_2024,2023-2024-RS,Providing a sales tax exemption for certain purchases and sales by the Johnson county Christmas bureau association.,0
SB0023,2023_2024,2023-2024-RS,Eliminating the statutory 15% alternative investment limit for the KPERS fund and requiring the KPERS board to establish an alternative investment percentage limit.,0
SB0024,2023_2024,2023-2024-RS,"Changing the required number of employees contained in the definitions of ""large employer"" and ""small employer"" for purposes of coverage for autism spectrum disorder.",0
SB0025,2023_2024,2023-2024-RS,"Making and concerning appropriations for fiscal years 2023, 2024, 2025, 2026, 2027 and 2028 for various state agencies; constituting the omnibus reconciliation spending limit bill for the 2023 regular session.",0
SB0026,2023_2024,2023-2024-RS,Creating a civil cause of action against a physician who performs childhood gender reassignment service and requiring revocation of a physician's license who performs childhood gender reassignment service.,0
SB0027,2023_2024,2023-2024-RS,Reconciling multiple amendments to certain statutes.,0
SB0028,2023_2024,2023-2024-RS,"Making and concerning supplemental appropriations for fiscal years 2024 and 2025 and appropriations for fiscal years 2025, 2026, 2027 and 2028 for various state agencies.",0
SB0029,2023_2024,2023-2024-RS,"Providing a back-to-school sales tax holiday for sales of school supplies, computers and clothing.",0
SB0030,2023_2024,2023-2024-RS,Increasing the Kansas standard deduction by a cost-of-living adjustment for income tax purposes.,0
SB0031,2023_2024,2023-2024-RS,Reapportioning the districts of certain members of the Washburn university board of regents who are appointed by the city of Topeka.,0
SB0032,2023_2024,2023-2024-RS,Authorizing the Kansas state high school activities association to establish a school classification system based on student attendance and other factors.,0
SB0033,2023_2024,2023-2024-RS,"Exempting all social security benefits from Kansas income tax, providing income tax subtraction modifications for retirement plan amounts, federal work opportunity tax credit and employee retention credit disallowances and the carryforward of certain net operating losses, increasing the Kansas standard deduction by a cost-of-living adjustment and excluding social security payments from household income and increasing the appraised value threshold for eligibility of seniors and disabled veterans related to increased homestead property tax refund claims.",0
SB0034,2023_2024,2023-2024-RS,"Expanding the use of bond proceeds under the Kansas rural housing incentive district act, the transferability of income, privilege and premium tax credits issued under the Kansas housing investor tax credit act and enacting the Kansas urban housing incentive district act.",0
SB0035,2023_2024,2023-2024-RS,Increasing the rate of compensation for legislators for service during regular and special sessions and the interim period between regular sessions.,0
SB0036,2023_2024,2023-2024-RS,"Amending the definition of ancestry in the Kansas act against discrimination to include traits historically associated with ancestry, including hair texture and protective hairstyles.",0
SB0037,2023_2024,2023-2024-RS,"House Substitute for SB 37 by Committee on Financial Institutions and Pensions - Modifying income tax rates for individuals, exempting all social security benefits from Kansas income tax, increasing the Kansas standard deduction and the Kansas personal exemption, decreasing the privilege tax normal tax, establishing a 0% state rate for sales and use taxes for food and food ingredients on July 1, 2024, and modifying the percent credited to the state highway fund, increasing the extent of property tax exemption for residential property from the statewide school levy, decreasing the rate of ad valorem tax imposed by a school district, abolishing the local ad valorem tax reduction fund and the county and city revenue sharing fund and providing for certain transfers to the state school district finance fund.",0
SB0038,2023_2024,2023-2024-RS,Increasing the maximum compensation benefits payable by an employer for permanent total disability suffered by an injured employee.,0
SB0040,2023_2024,2023-2024-RS,Permitting the carryforward of certain net operating losses for individuals for Kansas income tax purposes and excluding social security payments from household income and increasing the appraised value and household income thresholds for eligibility of seniors and disabled veterans related to increased property tax homestead claims.,0
SB0041,2023_2024,2023-2024-RS,Providing a remittance credit to retailers for the collection of sales and compensating use tax.,0
SB0042,2023_2024,2023-2024-RS,House Substitute for SB 42 by Committee on Appropriations - Exempting rural emergency hospitals from the hospital provider assessment and establishing residency and other requirements for membership on a hospital board.,0
SB0043,2023_2024,2023-2024-RS,"Making and concerning appropriations for the university of Kansas medical center for fiscal years 2023, 2024 and 2025 for conducting certain clinical trials at the midwest stem cell therapy center.",0
SB0044,2023_2024,2023-2024-RS,Enacting the Kansas financial institutions information security act.,0
SB0045,2023_2024,2023-2024-RS,Updating income eligibility requirements for the state children's health insurance program.,0
SB0046,2023_2024,2023-2024-RS,Requiring existing wind energy conversion systems to install light-mitigating technology systems.,0
SB0047,2023_2024,2023-2024-RS,"Prohibiting cities and counties from regulating consumer merchandise and auxiliary containers for the consumption, transportation or protection of consumer merchandise.",0
SB0048,2023_2024,2023-2024-RS,Authorizing community college and technical college appointments to the postsecondary technical education authority and establishing the length of membership terms.,0
SB0049,2023_2024,2023-2024-RS,Requiring installation of light-mitigating technology systems on new and existing wind energy conversion systems subject to certain conditions.,0
SB0050,2023_2024,2023-2024-RS,Prohibiting internet social media terms of service that permit censorship of speech.,0
SB0051,2023_2024,2023-2024-RS,Authorizing the state bank commissioner to accept state and national criminal history record checks from private entities.,0
SB0052,2023_2024,2023-2024-RS,Increasing the income limit for the exemption of social security benefits and exempting certain retirement plan income from Kansas income tax.,0
SB0053,2023_2024,2023-2024-RS,Excluding manufacturers' coupons from the sales or selling price for sales tax purposes.,0
SB0054,2023_2024,2023-2024-RS,Expanding the eligible uses to qualify for the 0% state sales tax rate for certain utilities and providing for the levying of local sales tax on such sales by cities and counties.,0
SB0055,2023_2024,2023-2024-RS,Substitute for SB 55 by Committee on Assessment and Taxation - Expanding and clarifying the property tax exemption for Strother field airport property.,0
SB0056,2023_2024,2023-2024-RS,Increasing the income limit for the income tax subtraction modification for social security income.,0
SB0057,2023_2024,2023-2024-RS,"Establishing a 0% state rate for sales and use taxes for food and food ingredients, providing a sales tax exemption for children's diapers and feminine hygiene products, establishing the STAR bonds food sales tax revenue replacement fund and altering the calculation for STAR bond districts.",0
SB0058,2023_2024,2023-2024-RS,Providing a sales tax exemption for certain purchases by disabled veterans.,0
SB0060,2023_2024,2023-2024-RS,"Substitute for SB 60 by Committee on Assessment and Taxation - Providing sales tax exemptions for custom meat processing services, purchases for the construction or repair of buildings used for human habitation by the Kansas state school for the blind and the Kansas state school for the deaf, certain purchases and sales by the Johnson county Christmas bureau association, certain purchases by doorstep inc., exploration place, inc. and Kansas children's discovery center, inc. and sales of menstrual discharge collection devices and diapers and establishing an annual sales tax holiday exempting certain sales of school supplies, computers and clothing.",0
SB0061,2023_2024,2023-2024-RS,"Providing an income tax rate of 5% for individuals and corporations, decreasing the surtax for entities subject to the privilege tax and providing that future income tax rate decreases be contingent on exceeding revenue estimates.",0
SB0062,2023_2024,2023-2024-RS,"Enacting the protect vulnerable adults from financial exploitation act, requiring reporting of instances of suspected financial exploitation under certain circumstances and providing civil and administrative immunity to individuals who make such reports.",0
SB0063,2023_2024,2023-2024-RS,Expanding the scope of uses of campaign contributions to include family caregiving services.,0
SB0064,2023_2024,2023-2024-RS,Prohibiting certain statewide elected officials from receiving income from outside employment while holding such statewide office.,0
SB0065,2023_2024,2023-2024-RS,Authorizing cities and counties to enact local laws to regulate abortion as stringent as or more stringent than state law.,0
SB0066,2023_2024,2023-2024-RS,"Enacting the interstate teacher mobility compact to recognize equivalent teacher licenses across member states, requiring that licensing bodies provide verified electronic credentials to all credential holders based on their credentials from other jurisdictions and requiring licensing bodies to use centralized electronic credential data management systems capable of providing instantaneous credential verification.",0
SB0067,2023_2024,2023-2024-RS,"Transferring $1,000,000,000 from the state general fund to the budget stabilization fund of the department of administration during the fiscal year ending June 30, 2023.",0
SB0068,2023_2024,2023-2024-RS,Providing incumbent electric transmission owners a right of first refusal for the construction of certain electric transmission lines.,0
SB0069,2023_2024,2023-2024-RS,Imposing requirements for reapportionment legislation.,0
SB0070,2023_2024,2023-2024-RS,Enacting the making work pay act to increase the Kansas minimum wage.,0
SB0071,2023_2024,2023-2024-RS,Requiring the secretary of agriculture to establish a division of sustainable agriculture that shall apply for federal grant funds under the greenhouse gas reduction fund to assist farmers in converting to renewable energy and sustainable agriculture practices.,0
SB0072,2023_2024,2023-2024-RS,Adding an exception to the hearsay rule to allow admission of statements made to a translator without the testimony of the translator.,0
SB0073,2023_2024,2023-2024-RS,House Substitute for SB 73 by Committee on Corrections and Juvenile Justice - Requiring school district enrollment to be determined using the current school year or preceding school year enrollment under the Kansas school equity and enhancement act.,0
SB0074,2023_2024,2023-2024-RS,"Providing for joint liability for costs and sanctions in third-party funded litigation, requiring certain discovery disclosures and requiring payment of certain costs for nonparty subpoenas.",0
SB0075,2023_2024,2023-2024-RS,Providing a statutory interest rate for prejudgment interest in all civil tort actions.,0
SB0076,2023_2024,2023-2024-RS,Providing for an exemption from continuing education licensure requirements for certain insurance producers.,0
SB0077,2023_2024,2023-2024-RS,Authorizing the Kansas human rights commission or any city or county to remove an unlawful restrictive covenant by recording a redacted plat or declaration.,0
SB0078,2023_2024,2023-2024-RS,Requiring the state corporation commission to review the regional rate competitiveness of an electric utility's rates in electric utility rate proceedings.,0
SB0079,2023_2024,2023-2024-RS,Authorizing counties to impose an earnings tax.,0
SB0080,2023_2024,2023-2024-RS,Excluding social security payments from household income and increasing the appraised value threshold for eligibility of seniors and disabled veterans related to increased property tax homestead claims.,0
SB0081,2023_2024,2023-2024-RS,Providing a Kansas income tax subtraction modification for the federal work opportunity tax credit and the employee retention credit disallowances.,0
SB0082,2023_2024,2023-2024-RS,Requiring schools to establish policies and concussion management teams to prevent and manage concussions within school.,0
SB0083,2023_2024,2023-2024-RS,"House Substitute for SB 83 by Committee on K-12 Education Budget - Making appropriations for the state department of education for FY 2024, establishing the sunflower education equity act to provide education savings accounts for qualified students, requiring school districts to provide a salary increase to all licensed teachers and defining enrollment of small school districts as the highest enrollment from the preceding four years under the Kansas school equity and enhancement act.",0
SB0084,2023_2024,2023-2024-RS,Including individuals who receive a high school equivalency (HSE) credential in performance-based payments for certain postsecondary educational institutions.,0
SB0085,2023_2024,2023-2024-RS,Enacting the Kansas travel insurance act.,0
SB0086,2023_2024,2023-2024-RS,Requiring local governmental officials to disclose substantial interests in the construction and operation of a wind or solar energy conversion system and to abstain from all local governmental actions relating to such matters.,0
SB0087,2023_2024,2023-2024-RS,Requiring a duly ordained minister of religion to report certain abuse and neglect of children.,0
SB0088,2023_2024,2023-2024-RS,"Providing for the statewide election of commissioners of the state corporation commission, establishing the utilities regulation division in the office of the attorney general, requiring such division to represent and protect the collective interests of utility customers in utility rate-related proceedings and exempting the state corporation commission from the open meetings act.",0
SB0089,2023_2024,2023-2024-RS,Providing for sales tax exemption for feminine hygiene products and diapers.,0
SB0090,2023_2024,2023-2024-RS,"Increasing certain registration and title fees on vehicles for services provided by county treasurers and the division of vehicles, decreasing certain fees related to administrative costs and modifying the disposition of such fees and eliminating the division of vehicles modernization surcharge.",0
SB0091,2023_2024,2023-2024-RS,"Enacting the Kansas film and digital media industry production development act, providing a tax credit, sales tax exemption and loans and grants to incentivize film, video and digital media production in Kansas, establishing a program to be administered by the secretary of commerce for the purpose of developing such production in Kansas and requiring the secretary of commerce to issue reports on the economic impact of the act.",0
SB0092,2023_2024,2023-2024-RS,Creating a procedure for appointment of delegates to a convention of the states under Article V of the Constitution of the United States and prescribing the duties and responsibilities of such delegates.,0
SB0093,2023_2024,2023-2024-RS,Creating the constitution and federalism defense act to establish a joint legislative commission to evaluate the constitutionality of federal mandates.,0
SB0094,2023_2024,2023-2024-RS,Discontinuing state property tax levies for the Kansas educational building fund and the state institutions building fund and providing for financing therefor from the state general fund.,0
SB0095,2023_2024,2023-2024-RS,"Permitting a prosecution for childhood sexual abuse to be commenced at any time, permitting victims of childhood sexual abuse to bring a civil action for recovery of damages caused by such abuse at any time and reviving claims against any party for such damages that occurred on or after July 1, 1984.",0
SB0096,2023_2024,2023-2024-RS,"House Substitute for House Substitute for SB 96 by Committee on Commerce, Labor and Economic Development - Establishing child care licensing requirements relating to license capacity and staff-to-child ratios, eliminating certain license fees and training requirements, creating a process for day care facility licensees to apply for temporary waiver of certain statutory requirements and authorizing the secretary to develop and operate pilot programs to increase child care facility availability or capacity, transferring certain child care programs to the Kansas office of early childhood and separating licensing duties between the secretary for health and environment and the executive director of early childhood.",0
SB0097,2023_2024,2023-2024-RS,Increasing the extent of property tax exemption for residential property from the statewide school levy.,0
SB0098,2023_2024,2023-2024-RS,Authorizing medical student and residency loan assistance to encourage the practice of obstetrics and gynecology in medically underserved areas of the state.,0
SB0099,2023_2024,2023-2024-RS,Establishing the advisory commission on Asian-American Pacific Islander affairs.,0
SB0100,2023_2024,2023-2024-RS,Prohibiting ownership in certain real property in this state by foreign individuals and entities.,0
SB0101,2023_2024,2023-2024-RS,Providing a sales tax exemption for area agencies on aging.,0
SB0102,2023_2024,2023-2024-RS,Establishing residency criteria for students of technical colleges.,0
SB0103,2023_2024,2023-2024-RS,"Updating certain provisions of the Kansas dental practices act relating to dentist information requested by patients, in-person practice requirements in dental office using licensee's name, unprofessional conduct and patient complaints.",0
SB0104,2023_2024,2023-2024-RS,Allowing a surcharge when purchases are made with a credit or debit card.,0
SB0105,2023_2024,2023-2024-RS,Authorizing the Kansas department of wildlife and parks to purchase land in Jewell county.,0
SB0106,2023_2024,2023-2024-RS,Reconciling multiple amendments to certain statutes.,0
SB0107,2023_2024,2023-2024-RS,Providing that family members of deceased crime victims have the right to sit in a designated seating area at or near the prosecution table during court proceedings.,0
SB0108,2023_2024,2023-2024-RS,Prohibiting motorcycle profiling by law enforcement agencies.,0
SB0109,2023_2024,2023-2024-RS,Deeming certain refugees as residents of the state for the purposes of tuition and fees at postsecondary educational institutions.,0
SB0110,2023_2024,2023-2024-RS,Exempting all social security benefits from Kansas income tax.,0
SB0111,2023_2024,2023-2024-RS,Enacting the massage therapist licensure act to provide for regulation and licensing of massage therapists.,0
SB0112,2023_2024,2023-2024-RS,Authorizing registered nurse anesthetists to engage in independent practice and prescribe drugs and prohibiting registered nurse anesthetists from performing or prescribing drugs to induce an abortion.,0
SB0113,2023_2024,2023-2024-RS,"House Substitute for SB 113 by Committee on K-12 Education Budget – Making appropriations for the department of education for FY 23, FY 24 and FY 25; establishing requirements relating to school building closures; authorizing certain students to participate in activities regulated by the Kansas state high school activities association; revising school district open enrollment requirements and procedures; authorizing compensation for local school district board of education members; amending provisions in the Kansas school equity and enhancement act relating to certain weightings and determination of enrollment; expanding student eligibility and increasing the amount of the tax credit under the tax credit for low income students scholarship program; and reauthorizing the 20 mill statewide school tax levy.",0
SB0114,2023_2024,2023-2024-RS,"Creating definitions for ""advanced recycling"" and related terms and separating advanced recycling from the current solid waste management system.",0
SB0115,2023_2024,2023-2024-RS,"Establishing the office of the child advocate as an independent state agency and prescribing certain powers, duties and functions thereof.",0
SB0116,2023_2024,2023-2024-RS,House Substitute for SB 116 by Committee on Federal and State Affairs - Removing state agency fees for licenses to carry concealed handguns.,0
SB0117,2023_2024,2023-2024-RS,Authorizing the state historical society to convey certain real property to the Shawnee Tribe.,0
SB0118,2023_2024,2023-2024-RS,"Expanding the duties of the secretary of health and environment when investigating maternal deaths to include promoting continuity of care, helping develop performance measures and establishing an external review committee to study cases and make recommendations to prevent maternal deaths.",0
SB0119,2023_2024,2023-2024-RS,Updating certain statutory references contained in chapter 40 of the Kansas Statutes Annotated; specifying certain requirements of documents submitted by medicare provider organizations and health maintenance organizations to demonstrate fiscal soundness; removing the requirement of a documented written demand for premium as part of a prima facie case; adding certain legal entities to the definition of person for purposes of violations of insurance law; and updating the version of risk-based capital instructions in effect.,0
SB0120,2023_2024,2023-2024-RS,Authorizing the secretary of health and environment to adopt rules and regulations for an annual certification program for the replacement of distribution systems segments and increasing the amortization period on loans from the Kansas water pollution control revolving fund.,0
SB0121,2023_2024,2023-2024-RS,Broadening the scope of practice of naturopathic doctors and changing certain provisions pertaining to the licensure and regulation of naturopathic doctors.,0
SB0122,2023_2024,2023-2024-RS,Removing the sunset for the high-density at-risk student weighting under the Kansas school equity and enhancement act.,0
SB0123,2023_2024,2023-2024-RS,"Enacting the Kansas adult learner grant act to establish a grant program for adult learners to pursue certain fields of study, enacting the career technical education credential and transition incentive for employment success act to require school districts to pay for the cost of assessments for students to obtain an approved career technical education credential, designating military veterans and spouses or dependents of such veterans who were stationed in Kansas for at least 11 months as residents for purposes of tuition and fees at postsecondary educational institutions and expanding the eligible fields of study under the Kansas promise scholarship act.",0
SB0124,2023_2024,2023-2024-RS,Allowing a Kansas itemized deduction for wagering losses for income tax purposes.,0
SB0125,2023_2024,2023-2024-RS,Allowing income tax net operating loss carryback from the sale of certain historic hotels.,0
SB0126,2023_2024,2023-2024-RS,"Providing an individual income tax credit for certain residential solar and wind energy property expenditures, a subtraction modification to permit the carryforward of certain net operating losses for individuals and a subtraction modification for the federal work opportunity tax credit and the employee retention credit disallowances.",0
SB0127,2023_2024,2023-2024-RS,"House Substitute for SB 127 by Committee on Taxation - Reducing penalties for the late filing of or the failure to file property tax statements listing property for assessment and the discovery of escaped property and reporting changes after initial statement, decreasing the penalties for failing to timely remit withholding income taxes of employees by employers and providing a sales tax exemption for sales of property and services used in the provision of communications services.",0
SB0128,2023_2024,2023-2024-RS,Establishing the ad astra opportunity tax credit to provide an income tax credit for taxpayers with eligible dependent children not enrolled in public school.,0
SB0129,2023_2024,2023-2024-RS,"Providing a sales tax exemption for purchases of personal property or services by doorstep, inc.",0
SB0130,2023_2024,2023-2024-RS,Requiring certain license plates to have the motor vehicle county of registration identified on the plate.,0
SB0131,2023_2024,2023-2024-RS,"Substitute for SB 131 by Committee on Public Health and Welfare - Authorizing the state board of healing arts to issue a sports waiver to practice healing arts professions in this state on a limited basis during certain sporting events, authorizing pharmacy technicians to administer certain vaccines, licensing of professional counselors, social workers, marriage and family therapists, addiction counselors, behavior analysts, psychologists and master's level psychologists, requiring the behavioral sciences regulatory board to process applications within a certain time and establish an expedited application process, establishing license categories for applicants from social work programs in candidacy for accreditation and for temporary reinstatement; extending the license period of temporary licenses, establishing a community-based license for certain licensed professions.",0
SB0133,2023_2024,2023-2024-RS,Providing for the enforcement of donor-imposed restrictions on philanthropic gifts of endowment funds or property to charitable organizations.,0
SB0134,2023_2024,2023-2024-RS,Adding members to the commission on peace officers' standards and training and requiring the new members to be appointed with a preference to increase diversity.,0
SB0135,2023_2024,2023-2024-RS,"Creating the medical cannabis regulation act to regulate the cultivation, processing, distribution, sale and use of medical cannabis.",0
SB0136,2023_2024,2023-2024-RS,Providing a tax credit for the installation of certain water conservation systems in newly constructed houses.,0
SB0137,2023_2024,2023-2024-RS,Creating the responsible gun ownership act and establishing the crime of unlawful storage of a firearm.,0
SB0138,2023_2024,2023-2024-RS,"Expanding and clarifying the property tax exemption for Strother field airport property, increasing the extent of exemption for residential property from the statewide school levy, discontinuing the state tax levies for the Kansas educational building fund and the state institutions building fund and providing financing therefor from the state general fund.",0
SB0139,2023_2024,2023-2024-RS,Expanding newborn screening services and increasing transfer from the medical assistance fee fund to the Kansas newborn screening fund.,0
SB0140,2023_2024,2023-2024-RS,"Allowing cites, counties or other local units of government to raise the minimum wage by ordinance, resolution or law.",0
SB0141,2023_2024,2023-2024-RS,Requiring the attorney general to carry out certain duties related to investigating corruption committed by a public officer or public employee.,0
SB0142,2023_2024,2023-2024-RS,Requiring drivers to proceed with due caution when passing stationary vehicles displaying hazard warning lights and prohibiting the use of mobile telephones by individuals under 18 years of age and for everyone in school and construction zones and providing penalties thereof for violations.,0
SB0143,2023_2024,2023-2024-RS,"House Substitute for SB143 by Committee on Commerce, Labor and Economic Development - Updating elevator safety act provisions concerning the definition of elevator, mechanic and contractor employee licensing requirements, inspection, testing and accident reporting requirements and exceptions, permitting inspections by insurance companies and licensed elevator mechanics and establishing educational and testing options for elevator inspector licensing.",0
SB0144,2023_2024,2023-2024-RS,Exempting satellite service and video programming services accessed over the internet from the video competition act.,0
SB0145,2023_2024,2023-2024-RS,Requiring statutory due process procedures for a school district's non-renewal or termination of a teacher contract.,0
SB0146,2023_2024,2023-2024-RS,Requiring the attorney general to carry out certain duties related to investigating sexual abuse committed by a minister of religion.,0
SB0147,2023_2024,2023-2024-RS,Increasing the income tax credit amount for adoption expenses and making the credit refundable and increasing the income tax credit amount for household and dependent care expenses.,0
