bill_number,session_year,session_type,title,sponsors,summary,bill_url
SR377,2024,RS,A RESOLUTION adjourning the Senate in honor and loving memory of Wallace Ray Akin.,D. Givens,Adjourn in honor and loving memory of Wallace Ray Akin.,https://apps.legislature.ky.gov/record/24rs/SR377.html
SR378,2024,RS,A RESOLUTION recognizing the 50th anniversary of the merger of Lexington and Fayette County.,A. Mays Bledsoe,Recognize the 50th anniversary of the merger of Lexington and Fayette County.,https://apps.legislature.ky.gov/record/24rs/SR378.html
SR379,2024,RS,A RESOLUTION honoring Superintendent Jeff Aulick of Bracken County Schools on the occasion of his retirement.,S. Funke Frommeyer,Honor Superintendent Jeff Aulick of Bracken County Schools upon the occasion of his retirement.,https://apps.legislature.ky.gov/record/24rs/SR379.html
SR380,2024,RS,A RESOLUTION confirming the appointment of John L. Holbrook to the Morehead State University Board of Regents.,P. Wheeler,"Confirm the appointment of John L. Holbrook to the Morehead State University Board of Regents for a term expiring July 9, 2029.",https://apps.legislature.ky.gov/record/24rs/SR380.html
SR381,2024,RS,A RESOLUTION recognizing the historic and economic significance of the Capital Plaza Hotel.,G. Williams,Recognize the historic and economic significance of the Capital Plaza Hotel.,https://apps.legislature.ky.gov/record/24rs/SR381.html
SR382,2024,RS,A RESOLUTION confirming the appointment of Charles Edward Meade to the Fish and Wildlife Resources Commission.,R. Stivers,"Confirm the appointment of Charles Edward Meade to the Fish and Wildlife Commission for a term expiring on December 31, 2027.",https://apps.legislature.ky.gov/record/24rs/SR382.html
SR383,2024,RS,A RESOLUTION honoring Superintendent Jay Brewer of Dayton Independent Schools on the occasion of his retirement.,S. Funke Frommeyer,Honor Superintendent Jay Brewer of Dayton Independent Schools upon the occasion of his retirement.,https://apps.legislature.ky.gov/record/24rs/SR383.html
SR384,2024,RS,"A RESOLUTION condemning the Iranian air attack on Israel on April 13, 2024.",W. Westerfield; L. Tichenor,"Condemn the air attack launched by Iran against Israel on April 13, 2024.",https://apps.legislature.ky.gov/record/24rs/SR384.html
SR386,2024,RS,A RESOLUTION confirming the appointment of Matthew Rhodes to the Fish and Wildlife Resources Commission.,J. Adams,"Confirm the appointment of Matthew Rhodes to the Fish and Wildlife Commission for a term expiring December 31, 2026.",https://apps.legislature.ky.gov/record/24rs/SR386.html
SR724,2024,RS,"A RESOLUTION honoring Richard and Teresa Gilbert, the first ever parents of sisters serving concurrently in the Kentucky General Assembly.",A. Southworth,"Honor Richard and Teresa Gilbert, the first ever parents of sisters serving concurrently in the Kentucky General Assembly.",https://apps.legislature.ky.gov/record/24rs/SR724.html
HCR151,2024,RS,A CONCURRENT RESOLUTION adjourning the 2024 Regular Session of the General Assembly sine die.,S. Rudy,Adjourn the 2024 Regular Session of the General Assembly sine die.,https://apps.legislature.ky.gov/record/24rs/HCR151.html
HR152,2024,RS,"A RESOLUTION urging the United States Congress to designate Big Bone Lick State Historic Site as a national historical park and the Kentucky Tourism, Arts and Heritage Cabinet to work in conjunction with the United States Congress and the United States Department of the Interior to facilitate in this endeavor.",M. Proctor,"Urge the United States Congress and the Kentucky Congressional delegation to designate Big Bone Lick State Historic Site as a national historical park and the Kentucky Tourism, Arts and Heritage Cabinet to work in conjunction with the United States Congress and the United States Department of the Interior to facilitate this designation.",https://apps.legislature.ky.gov/record/24rs/HR152.html
HR153,2024,RS,"A RESOLUTION condemning the support of Hamas, Hezbollah, and other terrorist organizations at institutions of higher education.",S. Sharp; D. Grossberg,"Condemn the support of Hamas, Hezbollah, and other terrorist organizations at institutions of higher education.",https://apps.legislature.ky.gov/record/24rs/HR153.html
HR154,2024,RS,A RESOLUTION honoring Edsel Welch on the occasion of his 100th birthday.,T. Truett,Honor Edsel Welch on the occasion of his 100th birthday.,https://apps.legislature.ky.gov/record/24rs/HR154.html
HR155,2024,RS,A RESOLUTION honoring the life of Madelynn Troutt and designating April 15 as Live Like Madelynn Day in Kentucky.,J. Bauman,"Honor the life of Madelynn Troutt and recognize April 15, 2024, as Live Like Madelynn Day in Kentucky.",https://apps.legislature.ky.gov/record/24rs/HR155.html
SCR367,2024,RS,A CONCURRENT RESOLUTION adjourning the 2024 Regular Session of the General Assembly sine die.,D. Thayer,Adjourn the 2024 Regular Session of the General Assembly sine die.,https://apps.legislature.ky.gov/record/24rs/SCR367.html
SCR375,2024,RS,"A CONCURRENT RESOLUTION honoring Richard and Teresa Gilbert, the first ever parents of sisters serving concurrently in the Kentucky General Assembly.",A. Southworth,"Honor Richard and Teresa Gilbert, the first ever parents of sisters serving concurrently in the Kentucky General Assembly.",https://apps.legislature.ky.gov/record/24rs/SCR375.html
SR327,2024,RS,A RESOLUTION urging the United States Congress to enact much-needed reforms to federal permitting policies to accelerate deployment of new energy infrastructure.,R. Stivers,Urge the United States Congress to enact legislation to reform federal permitting and environmental review processes to expedite the deployment of modern energy infrastructure.,https://apps.legislature.ky.gov/record/24rs/SR327.html
SR328,2024,RS,A RESOLUTION honoring Edsel Welch on the occasion of his 100th birthday.,R. Stivers,Honor Edsel Welch on the occasion of his 100th birthday.,https://apps.legislature.ky.gov/record/24rs/SR328.html
SR336,2024,RS,A RESOLUTION recognizing the 2023-2024 Harlan County High School Black Bears Boys' Basketball team.,J. Turner; P. Wheeler,"Recognize the Harlan County High School Black Bears Boys' Basketball team, 2024 KHSAA Sweet Sixteen  runners-up.",https://apps.legislature.ky.gov/record/24rs/SR336.html
SR337,2024,RS,A RESOLUTION adjourning the Senate in honor and loving memory of Brady Delaney.,S. Funke Frommeyer,Adjourn in honor and loving memory of Brady Delaney.,https://apps.legislature.ky.gov/record/24rs/SR337.html
SR338,2024,RS,A RESOLUTION adjourning the Senate in honor and loving memory of Randall Gene McPeek.,P. Wheeler,Adjourn in honor and loving memory of Randall Gene McPeek.,https://apps.legislature.ky.gov/record/24rs/SR338.html
SR339,2024,RS,A RESOLUTION adjourning the Senate in honor and loving memory of Mary Jo Keene.,P. Wheeler,Adjourn in honor and loving memory of Mary Jo Keene.,https://apps.legislature.ky.gov/record/24rs/SR339.html
SR340,2024,RS,A RESOLUTION adjourning the Senate in honor and loving memory of Carl Fields.,P. Wheeler,Adjourn in honor and loving memory of Carl Fields.,https://apps.legislature.ky.gov/record/24rs/SR340.html
SR341,2024,RS,A RESOLUTION adjourning the Senate in honor and loving memory of David Fon Childers.,P. Wheeler,Adjourn in honor and loving memory of David Fon Childers.,https://apps.legislature.ky.gov/record/24rs/SR341.html
SR342,2024,RS,A RESOLUTION adjourning the Senate in honor and loving memory of Noah Jase Cross.,P. Wheeler,Adjourn in honor and loving memory of Noah Jase Cross.,https://apps.legislature.ky.gov/record/24rs/SR342.html
SR343,2024,RS,A RESOLUTION adjourning the Senate in honor and loving memory of Jack Randall Burchett.,P. Wheeler,Adjourn in honor and loving memory of Jack Randall Burchett.,https://apps.legislature.ky.gov/record/24rs/SR343.html
SR344,2024,RS,A RESOLUTION adjourning the Senate in honor and loving memory of Vikki Denise Akers.,P. Wheeler,Adjourn in honor and loving memory of Vikki Denise Akers.,https://apps.legislature.ky.gov/record/24rs/SR344.html
SR345,2024,RS,A RESOLUTION adjourning the Senate in honor and loving memory of Lisa Robinson Traylor.,P. Wheeler,Adjourn in honor and loving memory of Lisa Robinson Traylor.,https://apps.legislature.ky.gov/record/24rs/SR345.html
SR346,2024,RS,A RESOLUTION adjourning the Senate in honor and loving memory of Betty Lou Epling Matney.,P. Wheeler,Adjourn in honor and loving memory of Betty Lou Epling Matney.,https://apps.legislature.ky.gov/record/24rs/SR346.html
SR347,2024,RS,A RESOLUTION adjourning the Senate in honor and loving memory of Judge Reed Delano Anderson.,P. Wheeler,Adjourn in honor and loving memory of Judge Reed Delano Anderson.,https://apps.legislature.ky.gov/record/24rs/SR347.html
SR348,2024,RS,A RESOLUTION adjourning the Senate in honor and loving memory of James Paul Wright.,P. Wheeler,Adjourn in honor and loving memory of James Paul Wright.,https://apps.legislature.ky.gov/record/24rs/SR348.html
SR349,2024,RS,"A RESOLUTION adjourning the Senate in honor and loving memory of Charles ""Bud"" Compton.",P. Wheeler,"Adjourn in honor and loving memory of Charles ""Bud"" Compton.",https://apps.legislature.ky.gov/record/24rs/SR349.html
SR350,2024,RS,A RESOLUTION adjourning the Senate in honor and loving memory of Donna Mortensen Batten.,P. Wheeler,Adjourn in honor and loving memory of Donna Mortensen Batten.,https://apps.legislature.ky.gov/record/24rs/SR350.html
SR351,2024,RS,A RESOLUTION commemorating and honoring the life and accomplishments of Dr. Robert H. Biggerstaff.,G. Neal,Commemorate and honor the life and accomplishments of Dr. Robert H. Biggerstaff.,https://apps.legislature.ky.gov/record/24rs/SR351.html
SR352,2024,RS,"A RESOLUTION adjourning the Senate in honor and loving memory of Francis M. ""Frank"" Burch.",D. Carroll,"Adjourn in honor and loving memory of Francis M. ""Frank"" Burch.",https://apps.legislature.ky.gov/record/24rs/SR352.html
SR353,2024,RS,"A RESOLUTION adjourning the Senate in honor and loving memory of William ""Mac"" Tucker.",D. Carroll,"Adjourn in honor and loving memory of William ""Mac"" Tucker.",https://apps.legislature.ky.gov/record/24rs/SR353.html
SR354,2024,RS,A RESOLUTION honoring Roy Trimble upon the occasion of his retirement.,D. Carroll,Honor Roy Trimble upon the occasion of his retirement from the food service industry.,https://apps.legislature.ky.gov/record/24rs/SR354.html
SR355,2024,RS,A RESOLUTION adjourning the Senate in honor and loving memory of Anita Claire Templeton Thornton.,J. Howell,Adjourn in honor and loving memory of Anita Claire Templeton Thornton.,https://apps.legislature.ky.gov/record/24rs/SR355.html
SR358,2024,RS,A RESOLUTION adjourning the Senate in honor and loving memory of Jessica Hill.,W. Westerfield,Adjourn in honor and loving memory of Jessica Hill.,https://apps.legislature.ky.gov/record/24rs/SR358.html
SR359,2024,RS,A RESOLUTION adjourning the Senate in honor and loving memory of James O. Burton and Teresa Ann Burton.,B. Storm,Adjourn in honor and loving memory of James O. Burton and Teresa Ann Burton.,https://apps.legislature.ky.gov/record/24rs/SR359.html
SR360,2024,RS,A RESOLUTION adjourning the Senate in honor and loving memory of Janice Bowling Wesley.,B. Storm,Adjourn in honor and loving memory of Janice Bowling Wesley.,https://apps.legislature.ky.gov/record/24rs/SR360.html
SR361,2024,RS,A RESOLUTION recognizing the City of Harrodsburg on the occasion of the 250th anniversary of its founding.,A. Mays Bledsoe,Recognize the City of Harrodsburg on the occasion of the 250th anniversary of its founding.,https://apps.legislature.ky.gov/record/24rs/SR361.html
SR365,2024,RS,A RESOLUTION honoring the life and memory of Cecil F. Dunn.,R. Thomas; A. Mays Bledsoe,Adjourn in honor and loving memory of Cecil F. Dunn.,https://apps.legislature.ky.gov/record/24rs/SR365.html
SR366,2024,RS,A RESOLUTION recognizing historic and economic significance of the Capital Plaza Hotel.,G. Williams,Recognize historic and economic significance of the Capital Plaza Hotel.,https://apps.legislature.ky.gov/record/24rs/SR366.html
SR368,2024,RS,A RESOLUTION recognizing and commending the 40 public schools throughout the Commonwealth that are implementing the Kentucky Community School Initiative.,J. Adams,Recognize and commend the 40 public schools throughout the Commonwealth that participate in the Kentucky Community School Initiative.,https://apps.legislature.ky.gov/record/24rs/SR368.html
SR369,2024,RS,A RESOLUTION amending the Rules of Procedure for the 2024 Regular Session of the Senate.,A. Southworth,Amend the Rules 4 and 49 of the Rules of Procedure for the 2024 Regular Session of the Senate.,https://apps.legislature.ky.gov/record/24rs/SR369.html
SR370,2024,RS,A RESOLUTION honoring Robert Byrd upon his retirement from Global Medical Response as Vice President of Government Affairs.,J. Carpenter,Honor Robert Byrd upon his retirement.,https://apps.legislature.ky.gov/record/24rs/SR370.html
SR371,2024,RS,A RESOLUTION recognizing and honoring new University of Kentucky Men's Basketball Coach Mark Pope.,B. Storm,Recognize and honor new University of Kentucky Men's Basketball Coach Mark Pope.,https://apps.legislature.ky.gov/record/24rs/SR371.html
SR372,2024,RS,A RESOLUTION adjourning the Senate in honor and loving memory of Billy Jack Epling.,P. Wheeler,Adjourn in honor and loving memory of Billy Jack Epling.,https://apps.legislature.ky.gov/record/24rs/SR372.html
SR374,2024,RS,"A RESOLUTION adjourning the Senate in honor and loving memory of Roger Francis Keller, Sr.",S. Funke Frommeyer,"Adjourn in honor and loving memory of Roger Francis Keller, Sr.",https://apps.legislature.ky.gov/record/24rs/SR374.html
HCR149,2024,RS,A CONCURRENT RESOLUTION urging the United States Congress and the Kentucky Congressional delegation not to send money generated from Kentucky to Ukraine.,C. Massaroni; S. Baker; J. Calloway; S. Doan; C. Gilbert; S. Maddox; M. Proctor; F. Rabourn; S. Rawlings,Urge the United States Congress and the Kentucky Congressional delegation not to send money generated from Kentucky to Ukraine.,https://apps.legislature.ky.gov/record/24rs/HCR149.html
HR150,2024,RS,A RESOLUTION urging the United States Congress to amend the Fair Credit Reporting Act to prohibit the practice of consumer reporting agencies selling or otherwise furnishing trigger leads relating to a consumer without the consumer's prior consent.,S. Bratcher,Urge the United States Congress to amend the Fair Credit Reporting Act to prohibit the practice of consumer reporting agencies selling or otherwise furnishing trigger leads relating to a consumer without the consumer's prior consent.,https://apps.legislature.ky.gov/record/24rs/HR150.html
SCR292,2024,RS,A CONCURRENT RESOLUTION establishing the Certificate of Need Task Force.,G. Williams,"Create the Certificate of Need (CON) Task Force to review the CON program; review the need to maintain or modify each health facility and service covered by CON; outline task force membership; require the task force to submit any findings and recommendations to the Legislative Research Commission by December 1, 2024.",https://apps.legislature.ky.gov/record/24rs/SCR292.html
SR273,2024,RS,A RESOLUTION urging the University of Kentucky and the University of Louisville to regularly schedule men's and women's basketball games at the arenas of the Commonwealth's other NCAA Division I schools.,D. Thayer,Urge the University of Kentucky and the University of Louisville to schedule men's and women's basketball games at the arenas of Kentucky's other NCAA Division I schools.,https://apps.legislature.ky.gov/record/24rs/SR273.html
SR274,2024,RS,A RESOLUTION confirming the appointment of Janie Greer to the University of Kentucky Board of Trustees.,B. Storm,"Confirm the appointment of Janie Greer to the University of Kentucky Board of Trustees for a term expiring June 30, 2029.",https://apps.legislature.ky.gov/record/24rs/SR274.html
SR275,2024,RS,A RESOLUTION confirming the appointment of Christopher Lee Deglow to the Parole Board.,J. Adams,"Confirm the appointment of Christopher Lee Deglow to the Parole Board for a term expiring August 10, 2027.",https://apps.legislature.ky.gov/record/24rs/SR275.html
SR276,2024,RS,A RESOLUTION confirming the appointment of Cynthia Jean Nichols to the Western Kentucky University Board of Regents.,M. Wilson,"Confirm the appointment of Cynthia Jean Nichols to the Western Kentucky University Board of Regents for a term expiring July 9, 2029.",https://apps.legislature.ky.gov/record/24rs/SR276.html
